Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8
413,4.96,8.32,4.62,3.46,1.69,5.67,1.39,9.89
414,5.19,6.66,0.52,2.93,10.4,4.66,1.1,8.54
415,2.94,9.52,2.04,8.22,2.08,2.52,7.22,5.46
416,0.5,8.34,3.18,7.8,2.64,5.87,0.58,11.09
417,0.61,10.52,5.48,7.63,3.49,5.57,0.33,6.37
418,4.46,7.09,5.36,1.94,8.37,6.3,1.68,4.8
419,9.03,6.64,6.79,1.73,3.79,4.94,4.76,2.32
420,6.59,5.92,2.43,5.99,3.52,7.06,0.59,7.9
421,0.5,0.56,6.26,8.67,1.86,9.58,5.51,7.06
422,9.29,3.89,1.75,2.27,7.65,7.05,3.12,4.98
423,3.73,8.24,2.62,4.53,7.75,4.42,1.76,6.95
424,2.74,0.98,8.82,0.54,11.94,1.52,2.06,11.4
425,7.8,2.72,1.12,6.56,0.54,0.7,2.66,17.9
426,9.49,4.9,1.75,0.94,10.93,4.29,5.62,2.08
427,8.43,8.55,3.18,0.39,3.18,1.61,3.43,11.23
428,9.15,1.27,8.39,7.48,5.14,0.96,4.01,3.6
429,7.02,8.67,4.06,3.46,5.25,6.5,2.73,2.31
430,3.17,5.71,10.33,1.31,1.89,10.11,3.12,4.36
431,4.82,2.44,3,2.28,7.54,8.14,7.19,4.59
432,6,8.81,6.18,3.08,1.87,7.11,0.88,6.07
433,9.09,5.45,4.69,2.83,3.35,6.27,6.75,1.57
434,9.61,6.95,6.39,2.55,4.99,2.48,2.16,4.87
435,8.09,1.69,0.5,7.54,2.06,2.69,3.65,13.78
436,1.97,8.16,6.43,6.46,5.61,5.21,0.3,5.86
437,9.93,6.21,1.97,4.75,6.73,1.22,6.32,2.87
438,4.22,9.8,5.34,2.55,3.62,2.65,0.59,11.23
439,9.67,6.18,3.87,5.3,6.01,3.51,2.88,2.58
440,4.39,1.59,1.32,1.72,0.77,10.46,15.19,4.56
441,9.7,1.15,5.67,0.76,5.96,1.59,3.69,11.48
442,6.06,1.02,8.28,7.94,0.92,2.05,13.06,0.67
443,1.37,0.5,8.89,7.27,10.65,5.82,0.95,4.55
444,2.32,3.99,6.49,7.95,0.92,0.61,14.08,3.64
445,2.41,10.72,1.59,1.41,11.74,1.88,5.89,4.36
446,2.81,9.35,4.92,0.45,0.56,3.02,13.33,5.56
447,8.11,5.07,7.04,7.36,0.64,0.85,2.25,8.68
448,7.1,8.58,0.4,5.81,5.88,5.42,0.34,6.47
449,8.53,8.34,7.29,1.93,6.23,1.9,4.8,0.98
450,7.23,0.71,7.83,4.33,1.16,5.21,4.4,9.13
451,1.23,2.64,8.68,10.14,1.35,3.69,6.89,5.38
452,6.59,5.16,1.9,1.71,12.24,0.41,3.87,8.12
453,5.35,4.35,9.92,5.48,1.34,7.82,0.65,5.09
454,0.68,7.6,4.73,3.11,10.67,7.95,4.59,0.67
455,9.62,4.94,4.61,6.8,2.25,2.28,7.5,2
456,7.63,9.17,0.61,7.65,4.11,0.36,5.3,5.17
457,4.43,9.1,0.55,9.27,4.98,6.33,0.26,5.08
458,1.67,10.77,3.39,2.58,8.13,7.46,1.82,4.18
459,8.47,6.35,2.75,3.75,0.98,6.81,5.84,5.05
460,0.26,7.5,4.59,2.41,8.74,7.24,0.89,8.37
461,7.19,5.28,8.85,5.47,3.89,0.31,2.11,6.9
462,8.43,4.93,3.26,4.4,7.87,1.53,1.46,8.12
463,8.43,4.93,3.26,4.4,7.87,1.53,1.46,8.12
464,5.27,1.65,3.58,5.19,10.43,8.17,3.3,2.41
465,2.37,5.96,10.05,5.88,7.19,4.16,3.61,0.78
466,3.88,1.35,3.57,12.28,6.67,0.4,7.71,4.14
467,8.76,0.79,6.68,5.65,3.59,1.92,11.69,0.92
468,6.79,2.59,8.95,8.46,5.88,0.54,1.06,5.73
469,6.09,1.72,1.77,3.45,5.58,11.59,2.06,7.74
470,3.47,10.35,5,1.97,8.98,6.64,0.98,2.61
471,4.76,3.66,6,0.51,6.93,3.38,1.13,13.63
472,4.04,9.13,7.49,5.04,1.93,1.94,6.87,3.56
473,8.76,7.18,3.9,6.12,0.49,8.83,0.36,4.36
474,3.92,3.25,7.39,3.92,0.53,13.31,4.56,3.12
475,2.74,3.38,7.35,6.56,1.72,11.17,4.45,2.63
476,8.93,5.75,7.97,1.47,3.42,3.12,3.01,6.33
477,6.38,2.62,8.16,4.56,5.17,4.2,5.18,3.73
478,2.55,6.96,0.92,3.34,8.77,6.22,6.35,4.89
479,7.49,3.02,9.19,0.4,7.47,5.2,4.25,2.98
480,2.54,7.56,7.16,8.04,2.85,7.05,1.63,3.17
