Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8,Person9,Person10,Person11,Person12,Person13,Person14,Person15
224,3.61,4.62,6.98,6.72,0.52,6.08,4.81,5.62,4.34,3.83,4.4,1.69,1.9,1.75,3.13
225,6.32,5.98,1.44,1.37,1.1,7.92,7.23,3.43,4.57,6.62,2.68,2.8,3.39,1.73,3.42
226,1.76,5.18,1.22,4.09,2.44,8.29,5.1,3.22,6.27,5.47,1.59,4.09,2.56,5.5,3.22
227,7.06,5.43,6.2,2.7,4.29,5.27,1.58,5.15,1.08,4.54,5.26,3.28,0.72,4.3,3.14
228,4.59,6.72,3.6,2.96,1.2,6.18,7.63,4.83,0.11,2.37,6.06,0.79,5.76,6.92,0.28
229,6.38,4.8,7.38,5.07,2.78,3.55,1.74,5.86,2.48,3.24,1.92,0.56,7.88,5.64,0.72
230,4.61,7.9,6.99,4.24,5.49,0.18,6.36,5.91,0.49,2.2,0.14,1.35,1.96,5.11,7.07
231,2.97,2.75,5.27,3.61,2.09,4.34,2.37,0.6,8.15,5.27,4.22,6.1,2.55,4.21,5.5
232,6.22,2.9,5.5,4.86,7.36,3.93,5.68,3.3,0.23,2.72,3.9,6.21,0.8,3.11,3.28
233,4.52,3.62,3.21,7.59,3.95,0.03,1.97,7.42,3.58,0.11,1.13,7.08,9.8,3.69,2.3
234,0.83,3.19,6.48,6.41,6.13,1.24,0.23,8.06,1.68,8.57,2.87,5.7,1.27,2.47,4.87
235,3.44,0.7,1.47,2.65,6.92,1.41,0.16,7.67,3.27,7.94,4.01,9.32,2.4,0.23,8.41
236,1.29,6.57,4.13,5.45,0.72,6.22,6.22,2.1,7.77,1.1,0.66,1.18,4.03,4.32,8.24
237,7.33,5.94,6.13,3.99,5.26,4.22,3.27,3.05,3.5,1.42,0.55,0.31,0.12,10.01,4.9
238,6.4,0.82,7.2,3.32,3.18,4.43,4.52,4.89,4.16,3.27,0.84,0.47,3.16,11.31,2.03
239,5.55,1.15,6.03,7.42,6.39,3.94,4.5,0.55,1.37,6.42,2.3,4.38,2.4,5.15,2.45
240,5.19,7.31,6.18,4.04,2.85,4.61,0.13,3.95,2.77,2.48,1.27,0.19,7.35,0.86,10.82
241,7.21,4.61,5.5,5.05,5.42,5.73,1.77,0.49,3.59,6.87,0.85,5.93,2.95,3.06,0.97
242,0.29,7.88,0.87,1.06,6.35,8.69,6.7,4.7,1.73,4.33,0.51,6.34,4.77,1.43,4.35
243,2.92,6.94,0.3,2.05,4.46,6.29,6.7,5.62,5.87,3.68,1.72,5.58,0.43,3.73,3.71
244,7.72,0.75,0.58,1.47,2.42,6.23,6.93,1.08,4.51,7.04,0.84,0.67,1.55,5.94,12.27
245,3.17,4.0,2.93,4.73,5.96,4.4,3.7,6.64,3.86,3.0,4.2,4.08,5.89,1.66,1.78
246,2.23,2.25,3.04,0.95,2.59,0.55,7.71,8.08,6.06,7.04,1.69,7.99,1.16,3.79,4.87
247,5.26,2.92,7.0,5.27,2.34,2.16,4.07,1.0,3.12,7.12,7.65,2.45,3.7,5.33,0.61
248,6.89,4.73,2.25,4.09,2.59,7.01,7.17,5.16,5.05,2.33,0.44,4.13,5.04,3.1,0.02
249,7.5,1.14,6.08,6.76,1.76,6.25,6.39,4.81,1.79,3.47,3.94,4.58,3.15,0.27,2.11
250,2.1,3.71,2.89,1.2,7.37,2.37,5.12,3.54,3.88,5.09,2.77,7.62,6.98,1.61,3.75
251,6.67,3.48,3.66,4.39,3.39,4.5,4.73,2.72,2.15,3.82,3.51,0.26,8.79,1.2,6.73
252,4.72,1.87,1.95,4.44,3.97,4.1,3.68,4.75,2.79,1.76,3.09,9.26,2.89,1.03,9.7
253,0.44,2.95,8.14,3.94,0.37,4.43,0.08,7.71,5.81,8.49,5.15,2.2,6.29,1.18,2.82
254,2.12,2.04,0.75,6.86,2.68,7.9,0.83,2.75,3.78,7.76,1.85,0.94,2.87,0.7,16.17
255,7.07,0.81,2.23,2.94,5.69,6.33,5.61,3.43,3.26,3.83,2.49,0.23,2.09,4.19,9.8
256,3.27,2.98,6.48,1.41,0.31,0.71,4.66,7.77,0.58,8.85,6.44,4.17,1.91,9.0,1.46
257,7.56,2.24,1.68,4.66,3.03,4.08,1.95,4.26,0.62,9.23,7.21,2.78,5.1,1.17,4.43
258,4.63,0.63,8.05,5.08,6.75,6.34,1.53,3.7,3.69,1.54,5.08,4.15,3.63,3.13,2.07
259,3.59,5.62,0.26,1.88,6.65,4.89,3.57,5.54,6.99,4.45,0.93,2.53,2.18,7.44,3.48
260,1.28,2.89,7.41,2.34,2.9,4.67,6.79,6.19,2.73,1.17,3.45,0.2,11.25,3.43,3.3
261,2.04,1.99,4.99,7.45,6.04,1.19,1.02,2.88,6.29,0.53,4.31,9.22,6.89,3.37,1.79
262,1.67,2.15,6.74,6.7,6.57,3.41,6.54,2.68,0.33,3.6,3.84,0.96,1.22,8.07,5.52
263,3.17,4.98,1.21,2.34,1.93,5.45,4.17,5.91,6.01,7.43,5.34,2.94,4.97,3.33,0.82
264,7.13,4.18,2.27,6.89,0.49,6.17,4.12,6.8,4.26,0.31,5.54,3.85,2.11,5.07,0.81
265,4.8,1.65,0.35,3.21,5.78,4.98,3.29,8.8,5.93,5.59,1.77,3.1,1.65,4.2,4.9
266,2.78,3.25,4.27,6.86,1.73,6.78,5.19,6.25,3.37,1.19,3.16,1.04,3.48,8.24,2.41
267,1.91,6.47,1.69,1.36,6.18,3.61,4.38,0.83,0.5,6.79,4.33,5.47,0.61,13.55,2.32
268,0.53,4.26,2.63,0.41,5.72,3.91,0.66,6.61,3.15,2.84,2.53,8.81,5.56,0.78,11.6
269,0.07,0.69,0.03,7.01,1.88,4.45,9.41,4.86,6.01,7.9,0.9,8.21,4.74,2.27,1.57
270,4.75,5.64,6.27,3.76,1.52,4.61,5.96,3.01,3.08,4.67,5.45,4.39,1.07,5.32,0.5
271,4.34,0.88,2.29,0.31,7.41,5.42,4.61,3.98,0.94,6.28,7.42,3.8,6.7,0.3,5.32
272,4.33,6.67,7.32,2.16,4.26,0.98,1.62,5.35,2.05,4.96,5.65,5.28,3.2,4.33,1.84
273,7.61,5.54,2.42,1.47,0.36,7.33,1.55,4.51,4.43,0.09,1.46,6.01,5.68,3.66,7.88
274,0.63,6.57,7.07,6.62,0.14,6.73,4.42,2.45,0.63,0.22,4.17,2.82,4.09,1.55,11.89
275,2.54,2.15,6.09,1.38,7.09,2.42,6.3,3.11,2.08,4.03,4.58,4.35,7.89,2.73,3.26
276,3.93,2.74,4.61,3.71,2.27,5.97,3.56,7.51,1.18,5.77,0.02,5.2,7.71,2.0,3.82
277,0.32,4.83,7.82,5.62,7.05,5.24,1.21,4.82,4.61,0.25,6.48,4.16,2.12,0.85,4.62
278,0.54,0.42,1.97,0.3,3.38,9.79,7.93,4.95,8.21,7.31,0.63,6.79,0.56,1.08,6.14
279,6.87,3.98,5.87,3.05,1.92,5.37,5.32,4.61,1.55,0.25,5.76,2.67,2.56,9.79,0.43
280,2.89,3.5,6.89,0.57,7.82,0.67,8.07,2.03,2.52,0.27,8.53,2.35,0.55,0.71,12.63
281,6.19,5.62,5.43,1.09,0.54,5.83,2.05,7.55,7.19,2.44,1.94,6.47,2.14,4.24,1.28
282,6.19,0.18,0.55,4.15,7.64,1.71,5.52,0.23,0.23,0.74,9.07,7.84,2.75,3.29,9.91
283,5.96,2.29,1.06,2.84,4.16,2.24,8.84,7.83,5.45,4.76,3.27,3.53,1.66,3.34,2.77
284,6.23,0.66,0.4,1.18,0.04,2.89,3.97,6.2,1.47,11.67,3.37,1.36,9.75,0.41,10.4
285,0.68,0.47,3.29,8.0,0.92,1.72,7.62,5.44,2.47,2.41,7.59,0.73,6.42,10.55,1.69
286,5.94,3.02,0.74,7.08,5.98,0.51,7.32,6.29,1.91,0.19,6.91,1.62,3.56,6.99,1.94
287,1.29,3.97,4.18,3.38,2.6,2.49,5.43,2.41,2.31,3.56,2.29,12.84,7.5,3.73,2.02
288,2.35,5.01,4.01,6.13,0.29,8.01,6.9,3.95,5.35,0.28,3.4,5.8,2.42,1.91,4.19
289,4.56,0.43,4.23,4.75,2.33,7.56,3.86,0.48,6.22,3.08,1.31,8.53,3.36,8.2,1.1
290,2.87,3.98,4.23,3.58,7.99,0.06,3.2,7.6,7.04,0.21,7.12,0.49,7.33,3.73,0.57
291,4.16,7.17,6.11,1.73,3.1,3.07,4.99,6.41,2.26,5.4,1.79,2.78,3.86,3.81,3.36
292,7.34,0.46,5.06,3.65,4.85,4.12,1.3,6.1,4.87,2.88,2.18,6.78,3.5,1.63,5.28
293,3.31,6.56,7.67,4.88,5.21,4.69,4.18,2.17,2.33,0.86,5.63,1.26,6.17,4.23,0.85
294,5.43,1.24,1.02,3.21,1.14,2.99,4.95,2.1,7.21,0.7,4.12,4.57,13.46,7.13,0.73
295,7.91,3.45,1.91,0.68,0.23,4.74,2.35,0.9,2.59,10.21,2.21,7.72,7.72,6.47,0.91
296,6.99,5.89,1.62,5.62,0.63,2.4,6.65,4.59,1.55,4.5,6.23,4.54,3.53,1.52,3.74
297,5.86,7.19,5.92,2.49,4.41,3.02,4.49,4.22,4.42,5.41,0.8,0.96,4.86,2.79,3.16
298,5.11,0.68,2.21,5.94,5.58,6.25,0.04,4.68,7.08,6.18,5.89,4.51,3.89,0.13,1.83
299,5.36,0.5,5.63,2.3,4.69,7.99,4.46,5.01,4.16,3.37,1.52,5.1,2.67,3.7,3.54
300,3.18,0.98,1.68,3.28,6.18,1.77,3.88,0.12,0.24,9.22,4.69,5.94,9.84,4.32,4.68
Total,1172.82,1232.74,1176.98,1147.01,1159.24,1215.58,1244.07,1172.17,1147.87,1250.97,1191.2,1240.84,1209.01,1231.88,1207.62
