Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8,Person9,Person10,Person11,Person12,Person13,Person14,Person15
224,4.61,3.36,1.15,1.45,3.76,0.25,6.36,0.24,2.1,7.17,11.71,5.65,2.53,8.1,1.56
225,7.51,4.35,0.4,3.28,1.9,7.4,0.17,1.56,0.46,4.53,0.51,6.46,5.61,5.13,10.73
226,7.09,1.54,5.61,4.66,3.02,0.75,4.87,5.68,2.57,5.8,1.04,2.77,7.63,3.54,3.43
227,7.4,0.36,3.16,0.24,1.58,7.35,5.86,8.24,0.65,0.39,7.0,0.81,9.89,2.89,4.18
228,7.81,7.17,3.36,5.71,1.0,2.01,6.0,5.67,3.21,2.58,3.23,5.92,1.02,5.24,0.07
229,7.23,1.07,3.08,0.1,5.16,6.25,1.96,7.46,6.19,2.94,1.74,4.93,0.62,2.19,9.08
230,6.93,5.48,4.01,3.93,6.01,0.54,1.67,7.34,5.45,4.44,3.68,1.36,5.66,1.28,2.22
231,5.28,7.08,5.95,4.69,5.45,4.59,4.1,0.69,1.54,1.14,2.02,2.08,0.8,3.14,11.45
232,7.68,5.45,5.82,0.73,7.16,2.33,0.95,4.87,3.2,5.18,5.28,3.78,2.74,2.91,1.92
233,3.6,2.44,2.71,3.25,3.76,1.83,3.97,2.52,5.77,7.78,6.26,3.36,3.83,4.93,3.99
234,1.67,2.31,2.69,0.99,5.32,0.67,2.69,4.37,4.02,2.41,10.29,0.41,7.77,7.56,6.83
235,6.52,1.73,2.94,4.88,6.14,5.56,0.38,4.34,6.77,3.49,0.59,2.39,6.36,2.9,5.01
236,0.52,0.33,2.99,6.13,3.8,4.86,6.37,4.87,1.11,5.57,8.46,7.28,0.36,6.23,1.12
237,7.81,5.16,6.82,5.12,1.2,0.04,0.66,5.37,1.94,8.08,3.99,1.61,6.91,3.25,2.04
238,3.75,5.81,7.41,0.16,2.45,7.64,2.66,0.24,6.87,6.37,6.56,3.77,4.16,1.51,0.64
239,7.97,3.85,2.88,2.96,2.07,4.91,4.48,0.27,8.04,2.74,6.45,0.2,5.4,7.13,0.65
240,5.58,2.54,5.65,0.14,5.55,5.5,0.44,6.92,6.48,2.13,5.01,2.86,5.26,5.39,0.55
241,5.77,5.41,3.71,2.37,4.03,5.94,2.81,3.54,2.62,2.9,7.99,2.54,4.99,2.95,2.43
242,0.67,5.81,4.96,2.96,5.01,0.75,5.37,5.5,5.79,6.42,4.36,1.16,3.48,1.02,6.74
243,4.13,4.59,7.81,4.27,1.91,3.41,4.17,0.43,6.54,1.56,8.4,3.01,4.41,4.66,0.7
244,0.19,1.46,0.03,4.5,9.65,6.02,2.58,8.8,5.97,0.21,3.09,4.4,4.45,8.11,0.54
245,0.94,0.59,5.12,1.47,4.03,2.68,4.64,6.11,2.1,10.23,3.86,0.59,1.17,3.82,12.65
246,5.14,6.24,6.4,0.69,1.63,6.08,6.9,4.91,1.1,2.4,6.98,0.44,4.36,0.08,6.65
247,7.07,5.31,0.7,1.01,1.61,0.11,0.91,4.49,10.47,8.72,6.08,1.32,2.09,9.62,0.49
248,2.08,6.94,3.84,7.11,1.76,7.54,2.51,0.18,1.34,5.83,1.9,8.26,1.77,6.77,2.17
249,3.62,3.75,5.09,3.8,0.98,1.37,1.0,3.57,3.25,5.96,4.08,1.66,12.6,4.94,4.33
250,5.97,4.21,4.24,5.08,3.39,5.14,3.72,5.33,5.7,5.31,1.55,5.08,0.11,0.2,4.97
251,3.02,6.16,2.64,5.94,7.05,6.48,4.95,1.37,6.0,3.21,2.59,3.78,0.09,4.19,2.53
252,2.09,2.74,3.78,4.5,5.01,4.79,1.96,1.64,5.52,3.64,7.33,7.44,0.91,1.09,7.56
253,5.84,7.67,6.54,6.66,5.17,2.01,3.08,0.18,2.71,3.89,6.26,2.66,0.52,1.95,4.86
254,5.46,2.91,1.15,1.91,2.14,8.55,3.64,6.25,1.33,3.75,2.23,1.85,8.57,1.28,8.98
255,1.49,3.25,0.8,2.58,5.26,2.86,0.38,7.48,0.43,5.35,5.11,5.07,0.19,4.28,15.47
256,6.01,5.23,2.96,6.55,1.35,1.72,4.64,5.61,2.76,5.43,5.27,1.57,2.27,3.96,4.67
257,4.52,3.96,1.34,5.28,1.65,0.91,0.36,3.01,7.43,5.65,5.17,4.64,10.42,4.95,0.71
258,3.47,3.95,4.39,6.32,3.6,7.29,0.17,6.9,3.82,2.52,4.42,5.2,3.04,4.04,0.87
259,3.67,0.99,0.36,5.55,8.14,5.36,7.32,4.52,2.6,2.96,3.33,2.17,2.57,4.65,5.81
260,7.47,4.25,2.19,2.03,3.95,5.16,0.84,0.16,8.2,0.45,8.37,1.95,3.92,8.12,2.94
261,2.7,1.26,7.38,6.94,1.37,7.43,5.66,4.47,2.97,1.79,2.59,0.22,9.4,1.86,3.96
262,4.98,6.35,5.22,1.68,4.23,5.33,2.39,7.11,1.83,6.0,3.6,4.86,0.36,3.18,2.88
263,6.27,5.59,3.72,0.7,0.43,4.17,2.25,8.12,6.39,2.28,5.31,0.38,1.06,1.78,11.55
264,5.62,5.59,0.83,6.39,7.23,2.21,3.28,0.19,0.34,1.62,8.09,4.08,8.21,6.08,0.24
265,0.04,0.84,5.45,0.45,1.67,2.17,8.68,1.12,3.84,10.5,4.39,5.8,5.48,4.54,5.03
266,5.13,0.59,8.06,1.22,3.66,0.63,4.96,0.57,4.79,3.62,6.53,3.59,1.66,3.98,11.01
267,3.68,4.51,4.06,3.49,2.59,4.55,3.75,5.25,5.8,3.55,5.63,6.07,2.39,0.52,4.16
268,7.31,3.22,6.81,3.65,0.32,3.29,0.16,8.48,2.47,5.95,3.88,0.06,8.96,3.15,2.29
269,4.41,6.26,7.19,2.34,2.25,0.12,6.27,0.94,1.25,5.36,2.36,4.28,4.6,7.74,4.63
270,7.44,3.39,1.22,3.93,4.18,2.99,4.02,3.12,2.16,7.78,7.47,3.87,3.96,1.09,3.38
271,6.69,0.11,5.13,7.4,1.67,1.74,5.91,7.72,3.5,3.85,3.6,0.15,0.11,9.31,3.11
272,2.5,0.03,3.66,1.73,6.79,4.16,2.74,7.14,1.13,8.69,6.96,6.95,2.59,3.07,1.86
273,6.77,2.34,2.85,5.13,6.86,5.47,3.34,6.81,5.37,2.45,1.68,2.12,4.68,3.05,1.08
274,4.35,5.18,5.39,6.04,3.62,1.55,4.75,7.22,5.81,3.56,0.59,1.73,1.53,2.91,5.77
275,4.15,1.81,3.05,5.29,0.73,8.56,7.41,1.79,0.06,0.83,5.55,9.2,4.08,2.99,4.5
276,3.37,1.02,7.13,2.38,0.26,8.1,0.47,6.81,7.54,6.33,3.54,0.27,3.78,1.79,7.21
277,1.91,3.08,6.98,3.66,4.69,3.5,5.18,0.63,0.63,1.71,0.37,7.87,7.62,7.46,4.71
278,1.17,4.28,3.8,0.74,6.27,6.63,0.63,1.43,0.04,11.24,8.44,2.58,6.07,5.22,1.46
279,4.61,7.05,3.75,5.19,5.63,4.54,1.11,0.39,7.15,5.76,0.18,6.91,4.53,0.33,2.87
280,1.9,7.08,0.03,3.48,2.4,4.68,3.65,2.15,9.04,8.3,1.47,1.97,7.59,2.38,3.88
281,1.99,5.43,7.88,5.58,4.41,5.13,1.06,3.04,1.96,4.54,1.89,6.22,5.65,4.0,1.22
282,4.05,5.59,4.01,1.69,1.94,7.88,3.85,5.25,1.03,1.47,7.94,3.81,4.21,0.08,7.2
283,0.97,7.81,3.03,7.47,4.13,6.83,0.68,1.49,3.38,0.36,8.78,4.96,1.41,7.06,1.64
284,5.42,7.55,6.31,6.06,3.23,4.29,1.85,1.03,2.48,5.11,6.34,3.09,0.63,1.73,4.88
285,0.36,5.51,6.99,7.31,4.97,0.34,1.98,2.83,1.2,6.44,5.64,0.86,1.97,12.5,1.1
286,2.44,3.18,1.75,5.01,6.6,6.55,5.87,6.62,0.62,6.0,0.02,6.94,1.48,5.87,1.05
287,3.11,0.46,4.36,6.32,1.48,8.54,2.95,3.43,6.36,0.68,7.76,2.48,1.54,3.27,7.26
288,4.76,3.75,1.59,5.29,3.25,4.67,1.76,5.71,6.74,6.88,0.24,4.58,5.8,4.75,0.23
289,2.18,0.98,5.7,5.89,8.09,2.05,3.82,0.12,5.69,2.79,5.97,5.97,0.63,2.53,7.59
290,0.37,8.08,6.57,1.94,0.65,3.5,6.41,4.96,5.16,7.19,6.02,0.52,3.89,4.48,0.26
291,1.35,5.14,4.06,8.19,4.35,5.55,4.68,3.58,3.84,4.85,1.17,1.29,7.4,1.04,3.51
292,0.69,1.24,4.43,6.79,1.48,3.15,5.78,1.14,6.22,0.92,3.72,0.74,14.53,4.72,4.45
293,0.6,2.67,8.33,6.81,1.94,2.03,4.72,0.19,5.98,1.51,1.74,3.25,4.12,11.65,4.46
294,7.54,5.07,1.75,2.61,7.59,5.64,5.98,4.1,0.99,0.67,2.46,3.23,1.34,0.33,10.7
295,0.73,0.56,0.25,7.59,7.38,6.5,5.1,0.4,0.91,7.73,5.63,6.17,4.35,4.04,2.66
296,1.22,0.74,2.93,7.57,1.03,4.77,6.42,6.04,5.51,2.81,6.22,2.69,1.37,6.86,3.82
297,5.84,7.67,4.62,1.11,5.88,0.63,2.47,1.96,1.83,1.0,5.67,6.03,3.85,1.92,9.52
298,1.82,7.98,5.21,6.42,4.23,3.91,1.17,5.11,2.36,3.71,6.9,4.57,1.45,1.92,3.24
299,6.39,5.98,2.08,5.18,1.15,0.38,5.75,6.72,3.39,7.28,0.63,7.06,3.98,1.5,2.53
300,1.73,3.2,3.5,7.58,3.84,5.39,6.14,5.93,6.23,2.51,2.65,3.34,0.76,2.95,4.25
301,3.45,5.25,1.45,2.04,8.16,3.36,0.63,4.73,3.09,2.6,8.61,7.44,1.38,3.37,4.44
302,3.89,6.9,4.54,5.89,5.44,1.39,4.79,6.4,4.66,0.9,0.68,5.74,5.81,0.26,2.71
303,3.11,6.71,7.68,6.78,2.47,1.46,2.01,2.03,3.88,1.8,5.86,0.56,2.68,0.57,12.4
304,6.78,1.56,3.39,2.33,6.66,1.64,1.58,1.05,0.83,0.83,4.68,14.11,1.11,10.3,3.15
305,7.53,3.01,2.63,3.53,0.06,7.01,4.99,2.21,2.04,2.48,1.13,3.92,7.74,9.47,2.25
306,6.2,3.07,4.45,3.26,4.89,4.88,1.65,4.27,6.63,6.76,1.77,4.33,1.81,1.0,5.03
307,6.39,4.49,4.68,5.88,0.06,2.58,7.59,1.87,0.3,1.68,3.03,7.16,2.93,11.27,0.09
308,1.24,2.76,2.21,1.67,2.86,5.18,6.11,8.48,6.22,6.37,4.54,0.59,0.36,7.94,3.47
309,3.64,3.75,1.08,3.71,5.86,3.91,6.79,3.25,5.86,5.54,5.79,0.55,2.84,6.56,0.87
310,0.89,5.63,3.43,1.2,7.36,2.77,1.17,7.89,1.39,5.47,3.07,0.94,5.59,9.63,3.57
311,7.03,5.53,2.29,4.05,7.2,5.62,2.16,3.34,6.02,0.56,5.8,2.31,3.8,2.84,1.45
312,4.37,6.32,1.99,2.98,4.39,7.25,7.07,1.82,6.03,2.53,0.27,7.4,2.09,4.53,0.96
313,7.55,5.75,4.64,1.79,3.18,7.03,4.04,3.35,6.32,3.74,2.77,2.58,4.07,1.91,1.28
314,7.26,1.27,6.25,0.14,7.78,7.36,0.76,3.59,0.79,3.58,0.5,0.37,1.23,14.99,4.13
315,6.86,3.63,7.49,3.76,5.3,6.07,4.69,1.96,2.78,4.36,5.15,2.26,0.99,0.13,4.57
316,7.45,5.66,6.78,2.14,0.6,5.08,2.46,3.83,0.03,2.87,6.24,3.67,1.96,5.03,6.2
317,1.26,0.44,4.76,0.3,2.74,6.05,4.35,1.58,3.85,4.69,4.05,10.9,9.44,0.55,5.04
318,7.05,4.7,6.19,3.17,5.34,6.62,5.14,2.31,5.22,2.55,3.47,0.26,1.38,6.25,0.35
319,3.21,3.94,2.62,6.6,7.63,6.56,1.52,4.49,1.25,6.91,4.79,3.86,1.24,3.37,2.01
320,7.38,3.32,0.37,2.61,1.51,3.24,0.14,1.4,0.91,0.98,3.14,7.24,17.28,2.89,7.59
321,7.23,6.08,5.08,5.98,1.21,1.2,6.86,5.6,4.17,1.21,4.97,4.17,1.21,5.0,0.03
322,0.86,2.06,6.36,4.51,4.55,6.33,0.52,3.24,6.5,1.41,1.11,4.54,1.44,9.73,6.84
323,6.5,3.72,7.11,6.29,4.47,0.17,6.89,1.45,2.35,2.77,6.88,3.14,2.95,0.87,4.44
324,0.3,7.21,6.91,6.98,4.7,5.34,1.09,3.63,3.41,5.65,1.95,1.86,6.71,0.29,3.97
325,0.15,7.46,7.48,6.41,3.25,2.97,4.0,4.06,0.75,5.03,5.91,1.8,5.02,5.29,0.42
326,7.13,2.28,1.42,7.75,3.28,1.36,6.7,1.48,0.59,4.96,5.18,7.03,1.78,6.17,2.89
327,4.42,1.09,6.32,3.26,0.26,2.24,8.56,5.78,0.8,3.86,8.18,4.63,0.96,2.52,7.12
328,7.89,1.45,7.54,1.23,7.27,3.95,1.27,1.4,2.49,5.55,1.79,6.4,0.87,1.59,9.31
329,6.48,2.81,0.79,0.51,6.87,8.36,1.26,5.99,7.08,2.7,0.48,7.78,1.8,6.19,0.9
330,4.02,5.45,0.23,5.9,1.64,4.8,1.78,6.53,4.08,5.7,0.59,9.01,4.52,3.11,2.64
331,2.9,2.9,5.17,7.18,2.85,3.57,6.44,1.23,3.98,0.79,7.47,5.42,3.56,1.34,5.2
332,6.46,2.87,6.25,7.27,2.33,3.28,6.21,4.35,3.25,2.9,3.31,3.41,0.71,2.3,5.1
333,2.55,3.58,0.14,0.69,7.19,1.73,3.42,0.14,5.72,1.97,11.83,7.06,1.28,12.17,0.53
334,1.52,3.01,8.18,0.54,3.58,3.51,7.35,4.31,0.88,0.57,9.5,3.79,5.63,1.1,6.53
335,1.87,1.53,8.36,7.6,4.8,6.99,0.45,5.22,5.39,5.64,1.34,5.15,3.77,0.09,1.8
336,4.53,0.35,6.75,2.18,0.59,7.78,2.98,0.42,9.63,3.36,5.16,6.47,2.79,0.48,6.53
337,5.68,5.79,2.9,3.15,1.9,0.05,7.92,6.73,3.89,3.29,1.81,5.27,0.61,8.8,2.21
338,2.19,0.48,0.49,4.47,3.84,9.51,0.05,7.19,8.2,3.21,1.24,0.93,5.42,1.76,11.02
339,5.6,5.25,3.13,7.22,0.75,0.58,1.27,8.02,1.24,8.92,6.61,5.32,0.77,4.48,0.84
340,3.45,3.21,4.78,7.9,3.15,2.74,2.92,5.3,6.42,2.17,1.04,2.77,0.49,13.09,0.57
341,4.92,3.44,2.13,0.35,2.67,3.94,5.35,2.15,8.85,3.22,7.46,3.19,1.63,3.77,6.93
342,4.73,4.83,6.55,4.58,4.25,2.58,2.97,0.33,1.15,0.15,4.89,4.36,10.13,6.24,2.26
343,7.59,7.05,6.5,1.16,5.32,0.27,1.87,1.38,6.69,6.58,0.72,0.78,6.18,7.22,0.69
344,5.56,2.51,7.19,6.33,3.97,5.07,2.57,5.02,5.18,2.91,4.53,4.28,1.83,0.19,2.86
345,2.84,0.82,3.26,0.96,8.85,5.58,7.25,4.22,4.24,4.9,5.49,4.31,1.84,3.64,1.8
346,1.12,3.64,1.95,6.92,2.39,3.78,8.46,7.78,4.09,1.87,6.81,0.55,5.55,4.33,0.76
347,3.75,3.74,3.25,3.65,5.38,2.89,7.98,3.05,1.92,2.77,3.2,6.71,0.97,3.52,7.22
348,3.51,2.29,0.89,4.88,0.12,1.47,7.8,9.2,7.05,4.87,1.99,1.98,2.05,9.86,2.04
349,7.34,3.65,2.21,2.3,6.09,4.93,1.65,4.4,4.31,1.97,1.75,9.51,6.28,0.3,3.31
350,2.61,5.65,7.21,1.19,3.22,2.56,7.13,6.07,4.25,6.07,3.78,0.93,1.12,1.33,6.88
351,0.35,2.4,6.16,2.6,2.63,4.89,6.12,5.3,3.97,4.99,5.54,2.22,0.36,5.08,7.39
352,1.94,2.81,5.17,4.07,4.46,7.8,3.9,3.42,7.23,5.72,1.21,3.85,0.66,6.27,1.49
353,5.28,0.85,0.28,0.76,7.59,6.54,3.56,6.61,8.07,6.43,4.36,0.22,5.23,0.58,3.64
354,4.85,2.46,5.51,6.62,1.29,4.01,2.16,0.33,4.4,7.77,7.14,4.41,1.79,1.6,5.66
355,2.23,2.29,4.58,6.65,0.72,2.36,7.38,4.03,0.33,4.61,2.8,7.92,0.2,3.54,10.36
356,5.81,1.52,6.66,5.73,3.96,0.44,4.45,1.17,3.31,1.22,5.11,8.28,7.6,0.92,3.82
357,5.7,7.42,6.04,5.72,3.33,0.3,3.14,5.7,4.29,1.2,3.73,5.02,1.81,1.66,4.94
358,3.47,1.32,2.3,1.76,0.82,2.47,6.38,9.53,0.72,3.08,5.45,0.62,0.97,20.2,0.91
359,4.82,0.28,1.58,4.49,5.04,3.98,8.12,7.1,6.77,5.89,1.19,3.49,2.15,1.28,3.82
360,6.28,7.16,5.29,6.57,5.8,3.04,0.06,2.04,0.3,0.04,9.1,1.82,5.01,2.0,5.49
361,5.05,6.35,4.96,3.45,6.39,4.25,0.62,5.34,1.11,3.34,5.72,1.2,1.77,7.09,3.36
362,5.31,5.0,7.46,0.5,5.45,2.7,2.94,4.26,5.93,0.79,1.65,0.21,0.1,9.2,8.5
363,1.57,6.99,7.3,6.98,1.85,0.94,2.2,2.86,6.96,1.04,7.93,0.82,2.38,9.34,0.84
364,1.76,6.09,5.05,6.89,5.15,6.33,2.19,1.28,0.91,1.26,8.24,5.73,0.16,7.66,1.3
365,2.4,0.1,6.59,3.61,6.21,5.92,2.56,1.57,0.99,5.85,6.43,2.34,9.72,2.65,3.06
366,6.78,0.55,3.06,1.59,3.71,6.82,2.61,5.32,6.38,5.51,5.31,2.5,4.24,0.02,5.6
367,5.15,2.12,2.08,6.65,6.59,5.11,5.85,1.18,3.53,1.9,3.66,3.48,6.75,0.77,5.18
368,1.05,4.27,0.42,3.73,0.49,8.47,5.18,5.97,1.95,7.44,4.28,7.43,1.72,2.3,5.3
369,3.54,4.27,4.18,5.5,5.18,1.07,8.03,3.64,5.17,5.38,3.34,1.47,3.78,5.19,0.26
370,0.26,6.94,2.67,1.03,6.04,8.42,7.01,0.2,1.59,6.36,2.82,3.9,7.01,0.08,5.67
371,4.49,4.86,1.94,0.33,1.87,9.23,2.24,4.82,4.78,1.88,1.54,1.61,2.67,11.96,5.78
372,5.83,0.64,2.59,5.27,1.74,2.77,2.5,5.42,7.63,6.82,0.85,8.43,1.04,0.89,7.58
373,7.07,0.38,3.2,0.68,8.2,3.8,3.53,5.91,7.53,5.49,2.75,0.44,6.81,1.74,2.47
374,2.05,2.52,4.36,2.99,4.4,7.55,3.3,6.49,5.62,6.74,4.34,0.89,3.45,2.2,3.1
375,0.57,5.45,1.24,3.77,1.37,5.98,4.1,2.23,0.11,5.35,7.34,4.83,3.05,11.43,3.18
376,0.3,6.34,7.1,2.82,3.34,2.17,4.38,2.23,3.15,4.9,8.36,0.17,7.81,6.89,0.04
377,4.17,6.01,4.01,6.8,3.84,5.54,1.31,6.76,0.33,4.41,0.82,7.82,0.89,5.39,1.9
378,6.17,1.78,7.99,1.51,0.19,6.41,0.71,3.99,1.83,3.91,5.27,3.27,1.72,7.77,7.48
379,2.49,7.48,0.89,7.69,5.07,5.44,4.55,2.65,2.15,6.81,2.0,5.29,4.3,2.06,1.13
380,0.68,6.62,1.82,0.22,4.79,6.13,2.51,1.92,2.56,4.23,5.86,6.46,0.83,2.88,12.49
381,5.44,4.82,0.94,3.46,5.56,3.81,2.15,7.69,6.59,1.69,3.94,2.93,0.21,6.51,4.26
382,6.38,4.48,4.77,3.71,2.47,6.97,6.76,5.62,0.87,3.34,2.67,0.81,5.09,3.34,2.72
383,4.4,0.26,6.95,4.21,5.47,6.82,6.57,3.75,1.45,5.49,4.09,1.94,3.98,2.7,1.92
384,4.18,7.55,7.4,5.12,0.51,5.57,6.46,0.75,2.64,0.5,2.94,5.82,4.52,5.28,0.76
385,1.16,2.86,7.3,3.46,2.42,0.6,1.65,1.4,6.29,5.34,3.49,8.58,6.69,6.16,2.6
386,5.47,5.39,3.5,6.43,1.55,0.03,2.06,8.79,4.83,6.79,2.34,1.28,0.81,4.59,6.14
387,0.74,7.16,1.85,3.86,0.52,5.68,4.14,3.12,7.57,4.84,6.78,1.9,1.77,9.12,0.95
388,1.29,7.4,7.29,5.43,4.22,2.38,6.62,1.65,1.45,2.19,7.72,2.01,0.9,8.19,1.26
389,0.75,4.31,1.19,2.81,1.7,9.83,1.76,3.3,2.32,6.05,3.1,10.63,4.91,2.98,4.36
390,0.31,0.19,4.41,6.61,0.77,0.98,8.29,8.82,3.64,7.76,2.47,3.67,0.74,8.05,3.29
391,4.82,3.22,3.22,4.92,6.58,1.64,7.33,2.25,2.37,5.31,2.8,6.13,2.83,3.46,3.12
392,0.93,3.92,3.22,4.64,1.15,3.07,6.52,7.42,2.95,8.66,4.55,5.78,0.66,0.37,6.16
393,3.11,2.14,0.14,7.28,7.24,5.75,2.83,5.24,4.02,2.38,5.86,1.79,7.02,1.06,4.14
394,2.65,7.23,0.85,1.57,7.19,3.77,4.61,7.29,3.48,0.63,1.39,2.3,2.04,11.78,3.22
395,1.34,2.68,6.19,7.0,5.15,1.08,6.74,1.16,7.06,6.23,1.65,2.02,2.88,0.64,8.18
396,5.65,3.94,0.7,4.46,7.49,0.81,0.67,6.63,1.46,5.12,7.87,5.25,5.61,2.14,2.2
397,0.59,5.82,5.93,2.39,2.5,7.51,7.78,5.11,4.96,1.84,3.5,1.71,1.65,7.04,1.67
398,1.35,1.97,5.63,0.28,1.19,7.19,1.47,5.86,0.54,9.14,3.72,0.62,13.96,5.73,1.35
399,0.42,6.97,6.99,6.16,3.22,3.24,6.71,4.51,3.25,4.81,3.54,1.42,4.81,2.54,1.41
400,4.87,7.32,3.94,3.22,5.05,1.12,1.38,8.03,6.24,5.34,4.05,0.07,2.37,2.24,4.76
401,2.84,0.53,6.03,6.73,2.58,6.05,2.5,4.19,6.04,7.02,5.44,2.33,3.03,3.26,1.43
402,6.6,3.82,1.79,6.07,5.88,1.58,5.05,3.53,3.28,1.2,7.5,2.71,2.11,8.21,0.67
403,6.97,3.11,7.16,0.36,4.49,1.45,3.57,1.34,0.05,9.44,7.67,5.48,2.76,0.04,6.11
404,6.62,3.82,1.42,2.72,7.87,0.58,1.51,0.52,5.36,8.04,1.6,2.58,7.38,9.36,0.62
405,1.74,5.21,6.16,4.49,0.86,0.88,6.57,2.04,0.09,4.14,2.87,7.47,5.32,8.28,3.88
406,1.82,0.17,4.06,3.1,2.09,1.54,6.99,4.46,2.07,0.97,12.72,0.35,11.86,3.7,4.1
407,5.64,1.9,5.48,6.06,7.23,1.78,5.79,3.11,5.93,3.22,0.4,1.27,1.46,9.3,1.43
408,5.58,4.66,4.72,5.08,1.73,1.64,1.56,6.29,0.91,4.27,3.16,1.66,10.05,6.91,1.78
409,1.46,1.02,7.98,4.36,6.8,0.7,4.27,4.15,1.06,0.81,4.14,2.54,9.17,8.24,3.3
410,6.51,6.15,1.4,3.67,5.61,1.0,7.13,0.14,4.31,4.23,3.79,5.66,2.4,6.85,1.15
411,3.19,2.2,7.87,6.18,4.23,2.34,7.47,5.25,5.7,2.15,3.52,3.22,0.5,2.22,3.96
412,2.87,0.23,6.61,3.05,3.7,2.24,0.87,8.63,0.87,4.47,4.17,2.92,0.57,18.42,0.38
413,1.74,5.74,1.81,5.45,2.18,0.57,0.69,4.06,9.39,3.31,5.74,0.19,7.62,0.25,11.26
414,6.24,3.67,2.16,5.64,3.63,3.96,3.14,1.13,3.45,6.96,7.6,3.8,1.57,5.84,1.21
415,6.29,6.76,4.13,2.63,6.33,2.42,6.67,5.97,4.0,3.91,4.29,0.45,1.85,2.53,1.77
416,0.12,5.45,7.1,7.13,4.86,1.33,6.1,3.19,1.93,4.38,2.85,0.79,1.63,7.13,6.01
417,2.62,6.85,4.0,7.2,6.41,4.06,0.64,2.57,5.71,3.67,4.27,0.04,4.15,4.69,3.12
418,2.99,3.92,3.09,5.13,6.17,6.34,2.98,4.23,0.87,2.78,4.49,4.06,0.94,6.97,5.04
419,7.78,3.86,1.94,3.51,4.62,4.98,6.97,4.72,4.34,0.75,3.29,3.85,5.67,0.71,3.01
420,6.22,3.71,1.1,5.84,4.77,2.02,6.23,3.42,3.35,7.51,1.44,0.52,6.32,3.12,4.43
421,4.22,3.64,1.79,4.51,3.31,7.4,3.44,3.02,3.17,4.93,6.84,6.84,1.0,4.26,1.63
422,8.0,5.12,4.75,1.8,6.88,4.77,0.47,0.25,4.71,1.29,3.03,5.53,8.91,3.97,0.52
423,7.45,3.15,2.45,4.62,0.75,1.7,5.16,5.92,6.0,6.71,3.57,4.42,4.91,0.13,3.06
424,2.82,5.07,6.25,6.17,7.02,3.06,3.7,0.13,7.23,3.24,5.2,4.91,3.4,1.3,0.5
425,5.1,5.4,2.0,0.49,7.18,2.83,3.41,0.26,2.57,6.77,1.39,9.2,3.7,0.41,9.29
426,1.06,8.05,5.07,2.8,3.16,1.42,3.79,3.91,5.48,0.01,8.54,1.83,1.7,4.48,8.7
427,6.03,3.14,2.55,0.94,2.89,4.51,0.04,8.46,8.22,4.64,5.46,3.7,5.62,0.47,3.33
428,0.24,2.04,4.43,1.86,6.7,5.56,4.41,0.84,8.51,0.56,3.31,4.55,5.74,8.37,2.88
429,0.57,5.06,4.37,5.98,2.8,7.39,6.06,4.39,1.28,2.8,2.72,6.15,6.37,0.15,3.91
430,6.88,3.83,5.66,4.81,0.33,5.7,2.7,0.2,7.4,0.5,2.16,8.59,0.52,0.75,9.97
431,6.3,7.37,2.96,2.86,1.81,3.78,1.6,7.78,4.26,1.08,8.07,2.9,3.07,1.15,5.01
432,1.17,3.08,1.36,3.88,3.81,2.28,3.87,5.24,8.28,0.29,4.11,8.88,7.07,3.74,2.94
433,3.42,3.69,3.56,4.95,3.49,3.06,7.97,5.49,1.53,0.1,6.44,3.88,6.28,5.27,0.87
434,3.39,3.99,3.32,2.09,4.64,8.29,6.77,3.39,6.81,1.99,3.56,3.29,0.08,0.43,7.96
435,3.17,5.63,0.65,3.96,7.62,6.07,2.81,2.08,3.77,1.39,0.94,9.2,1.57,5.42,5.72
436,3.37,6.24,0.32,8.07,5.11,7.27,1.34,5.82,0.97,3.73,0.49,3.94,7.02,3.29,3.02
437,2.39,7.36,3.11,5.3,3.52,6.12,2.82,4.52,0.05,3.14,0.9,1.16,12.0,1.05,6.56
438,5.52,5.51,3.23,7.32,6.98,4.07,0.1,6.44,5.1,4.56,1.78,0.21,3.45,0.85,4.88
439,3.75,5.93,7.57,6.43,2.43,4.11,0.23,3.39,3.48,5.06,2.94,6.29,3.13,4.63,0.63
440,2.84,4.29,4.84,5.37,4.55,1.82,3.3,5.19,0.29,8.55,1.01,3.24,3.95,2.0,8.76
441,7.68,7.38,6.51,4.11,1.7,5.76,4.02,3.69,3.15,0.02,5.06,4.97,1.98,0.68,3.29
442,4.05,7.5,7.11,2.93,5.89,5.43,3.41,5.2,1.03,5.12,2.2,4.7,1.57,3.0,0.86
443,5.33,6.63,1.03,4.71,1.31,1.02,6.33,4.26,2.54,3.68,5.28,0.08,7.1,10.28,0.42
444,2.34,3.5,0.87,5.74,0.37,4.32,1.12,4.5,9.02,0.85,3.54,7.99,8.64,5.18,2.02
445,3.14,7.23,0.67,7.79,1.74,0.66,3.65,6.16,4.37,5.92,6.23,2.64,4.43,5.13,0.24
446,0.54,2.73,8.44,0.42,3.19,2.56,2.9,6.33,5.08,7.58,2.01,8.36,2.96,4.6,2.3
447,1.1,6.27,4.23,5.27,2.59,2.44,7.75,5.98,1.22,7.65,4.33,3.81,0.02,0.3,7.04
