Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8
410,3.54,9.26,1.99,6.24,7.31,3.56,8.02,0.08
411,5.78,3.86,4.56,4.24,2.54,6.04,3.88,9.1
412,10.78,5.81,5.04,2.69,3.18,2.45,7.35,2.7
413,3.28,3.77,7.95,3.46,7.59,1.54,4.73,7.68
414,2.31,9.73,8.86,4.59,2.87,3.4,2.41,5.83
415,9.06,6.85,1.14,2.59,4.51,3.0,6.49,6.36
416,6.48,3.79,5.88,1.33,1.76,12.25,3.95,4.56
417,8.75,5.89,4.02,5.78,2.14,2.91,1.98,8.53
418,11.6,1.7,1.58,9.81,3.78,8.32,1.08,2.13
419,3.29,7.6,0.8,7.38,3.99,1.52,11.99,3.43
420,5.61,9.5,6.19,1.05,1.55,3.63,2.13,10.34
421,8.23,6.44,7.13,4.22,3.01,4.56,0.64,5.77
422,9.57,4.34,2.2,6.65,6.76,3.88,4.13,2.47
423,4.49,6.16,5.36,7.3,7.47,2.37,1.59,5.26
424,2.33,2.22,4.39,11.46,2.32,11.5,1.1,4.68
425,9.71,7.32,7.26,1.84,5.6,0.81,1.28,6.18
426,5.88,5.63,3.37,2.24,0.68,14.78,4.49,2.93
427,9.49,6.28,3.6,2.14,5.76,5.27,4.12,3.34
428,3.52,5.08,6.67,5.16,9.28,5.38,0.59,4.32
429,6.85,2.01,2.22,4.67,0.71,6.08,9.07,8.39
430,4.76,0.37,2.53,8.48,5.41,8.77,4.88,4.8
431,9.19,2.02,9.84,8.63,2.54,4.41,1.25,2.12
432,11.51,5.87,3.86,2.79,6.09,5.09,2.46,2.33
433,3.12,10.02,8.73,2.17,6.12,3.36,3.45,3.03
434,6.09,6.32,8.15,6.1,2.25,0.96,2.3,7.83
435,1.1,3.54,10.63,4.94,0.5,4.71,1.79,12.79
436,1.04,6.48,8.35,10.07,6.08,3.2,4.68,0.1
437,6.11,6.42,4.25,1.12,6.64,3.48,4.95,7.03
438,9.54,6.45,2.9,4.04,1.34,7.0,1.46,7.27
439,1.56,2.89,0.86,5.78,6.03,4.56,7.77,10.55
440,5.19,1.85,6.42,1.06,12.71,4.04,0.91,7.82
441,6.25,1.28,6.13,7.69,5.02,4.28,4.46,4.89
442,7.32,4.86,8.18,4.43,1.5,2.46,4.14,7.11
443,10.03,7.72,5.69,5.06,3.15,1.45,5.11,1.79
444,2.06,5.43,6.46,2.38,1.46,3.64,15.11,3.46
445,2.42,4.87,11.02,5.77,5.87,5.75,3.09,1.21
446,2.16,10.69,4.61,6.46,1.79,7.52,1.3,5.47
447,6.65,3.0,3.88,3.33,3.18,5.22,6.34,8.4
448,4.14,5.83,2.51,9.86,7.43,3.01,4.79,2.43
449,6.52,5.42,2.22,0.64,9.85,5.24,8.55,1.56
450,0.58,3.06,7.42,5.47,2.44,10.72,8.75,1.56
451,2.05,7.83,2.01,4.09,0.69,7.25,9.96,6.12
452,9.56,7.66,2.17,6.61,2.87,7.32,1.47,2.34
453,8.15,3.35,7.92,8.07,1.3,7.38,2.7,1.13
454,6.15,5.45,2.8,6.26,8.53,6.55,1.58,2.68
455,2.96,5.68,6.97,2.7,7.0,3.65,10.17,0.87
456,2.31,3.39,3.54,2.69,9.22,8.3,3.71,6.84
457,10.73,4.17,5.14,3.22,1.79,6.47,7.91,0.57
458,7.46,0.93,2.52,5.03,9.95,5.74,4.99,3.38
459,9.22,3.08,3.17,0.98,6.51,12.4,1.81,2.83
460,6.31,1.64,6.92,5.57,6.74,0.84,7.24,4.74
461,2.99,1.74,3.74,4.69,9.78,7.6,2.87,6.59
462,10.98,4.27,1.39,8.29,2.8,5.68,4.41,2.18
463,6.42,5.21,7.55,6.63,1.61,6.95,4.71,0.92
464,8.24,6.7,3.42,2.53,3.94,1.82,9.8,3.55
465,1.63,3.44,3.13,8.49,8.49,6.94,2.18,5.7
466,5.73,5.29,1.66,8.95,8.31,5.12,3.68,1.26
467,3.45,0.57,10.65,7.32,5.24,5.78,0.65,6.34
468,1.12,4.92,12.63,7.5,6.15,2.93,1.39,3.36
469,4.48,3.06,1.35,12.12,4.1,7.34,6.39,1.16
470,10.45,3.72,8.77,5.89,5.4,1.41,3.92,0.44
471,5.37,1.09,4.5,7.76,7.81,0.7,8.53,4.24
472,2.07,8.02,9.16,1.54,2.59,9.13,4.21,3.28
473,4.67,2.63,3.18,8.15,9.78,0.53,6.95,4.11
474,2.33,7.85,8.96,6.14,6.0,2.05,2.85,3.82
475,0.77,2.55,7.85,4.48,11.18,4.81,6.92,1.44
476,9.33,9.12,1.64,6.56,5.84,4.54,1.1,1.87
477,10.01,5.7,6.59,3.45,3.06,4.24,2.12,4.83
478,12.6,8.7,1.42,1.18,2.74,6.33,4.63,2.4
479,8.15,12.74,3.26,4.95,3.28,3.05,4.46,0.11
480,10.72,4.11,4.41,4.87,4.57,4.85,1.92,4.55
481,3.59,8.54,5.28,7.23,5.8,3.4,0.61,5.55
482,7.32,3.84,5.13,4.43,7.61,0.35,6.51,4.81
483,4.25,5.18,0.61,5.78,8.69,3.89,7.7,3.9
484,9.56,4.87,7.31,1.45,4.61,2.43,6.22,3.55
485,10.15,1.11,7.25,4.2,3.9,7.02,0.28,6.09
486,4.74,5.55,1.36,7.63,6.36,9.15,2.03,3.18
487,7.62,7.32,5.0,8.34,1.13,0.43,7.67,2.49
488,3.29,1.1,5.5,9.38,5.93,1.28,11.26,2.26
489,10.72,6.5,6.66,4.47,1.31,4.5,1.37,4.47
490,0.21,0.66,11.07,6.29,8.72,5.98,2.49,4.58
491,4.36,0.67,1.64,9.03,1.59,3.63,2.49,16.59
492,2.94,2.25,7.99,7.98,6.92,2.89,2.35,6.68
493,2.57,8.79,7.14,6.44,6.49,1.03,6.02,1.52
494,0.63,8.09,2.85,2.49,7.27,2.24,3.01,13.42
495,5.67,4.44,2.44,4.16,5.99,9.06,6.04,2.2
496,7.32,2.07,7.27,0.42,2.58,4.28,7.74,8.32
497,6.81,0.51,3.5,6.12,10.1,2.63,6.75,3.58
498,4.99,6.42,4.52,9.53,5.53,0.8,7.74,0.47
499,9.89,2.5,6.3,3.87,2.16,2.57,9.35,3.36
500,9.76,7.56,2.82,6.52,0.41,4.66,2.29,5.98
501,4.27,11.92,4.32,9.04,2.28,0.18,7.71,0.28
502,7.74,1.29,10.2,8.54,1.82,2.5,4.7,3.21
503,0.87,8.76,8.4,10.44,5.07,2.41,1.15,2.9
504,4.89,8.91,3.67,1.95,1.31,4.63,4.25,10.39
505,4.25,0.75,2.06,7.35,5.48,10.25,9.55,0.31
506,2.32,2.03,3.35,4.78,12.71,8.0,1.56,5.25
507,9.08,4.83,0.24,4.21,0.6,8.52,1.09,11.43
508,4.35,4.75,8.16,8.85,3.54,4.42,4.11,1.82
509,2.79,2.94,9.43,8.82,2.78,3.45,2.16,7.63
510,8.83,4.11,4.15,1.94,12.25,3.49,4.65,0.58
511,3.28,4.84,6.28,6.56,2.12,12.39,1.22,3.31
512,0.66,1.05,4.94,3.09,2.13,17.13,5.37,5.63
513,6.04,4.37,8.34,1.57,2.98,3.78,5.26,7.66
514,2.96,1.95,4.91,4.61,2.98,9.52,11.42,1.65
515,4.23,9.4,8.18,4.42,5.54,1.56,1.12,5.55
516,2.48,5.88,0.55,3.68,3.78,5.97,5.14,12.52
517,3.76,2.93,2.04,8.64,12.24,3.23,2.15,5.01
518,7.64,0.99,8.88,7.04,3.55,6.45,4.33,1.12
519,4.97,3.34,4.65,11.74,3.56,1.35,3.47,6.92
520,9.72,2.19,0.97,2.91,7.9,6.48,3.94,5.89
521,4.67,5.58,0.9,5.61,11.21,1.25,3.25,7.53
522,4.54,2.26,1.29,5.27,9.57,6.91,2.04,8.12
523,8.48,1.36,7.28,7.5,5.41,4.68,1.33,3.96
524,9.06,5.97,1.34,2.74,7.91,3.41,9.28,0.29
525,2.85,5.14,4.57,11.54,4.12,6.21,3.08,2.49
526,6.52,0.64,3.01,5.68,4.6,0.71,8.81,10.03
527,5.7,12.08,4.96,1.62,5.89,3.67,1.52,4.56
528,7.72,8.36,6.66,6.8,1.48,3.23,3.5,2.25
529,2.36,5.23,1.66,3.31,3.36,14.74,2.32,7.02
530,3.52,4.33,6.74,3.62,7.38,7.56,1.89,4.96
531,4.17,10.27,5.54,5.74,2.93,5.12,2.23,4.0
532,12.11,2.37,2.58,2.59,0.31,0.38,5.51,14.15
533,9.08,3.7,4.31,1.88,4.97,8.78,5.36,1.92
534,9.34,1.33,5.87,6.74,3.26,0.74,9.81,2.91
535,4.4,4.16,1.04,8.5,1.81,3.42,2.9,13.77
536,6.05,2.78,6.53,3.12,6.14,4.58,4.78,6.02
537,7.19,7.83,4.72,0.93,3.07,4.07,8.04,4.15
538,3.26,0.48,4.62,9.86,1.24,5.25,7.2,8.09
539,4.97,8.34,1.03,7.73,5.37,2.85,9.41,0.3
540,6.57,10.7,0.84,7.84,5.04,0.92,0.7,7.39
541,2.8,1.34,4.74,7.86,3.47,7.22,10.49,2.08
542,6.58,1.11,6.8,1.75,10.52,4.31,3.87,5.06
543,8.53,6.09,4.45,2.66,0.29,8.14,2.12,7.72
544,3.84,4.3,1.89,12.88,4.22,1.49,9.71,1.67
545,9.99,4.33,6.57,7.55,1.34,3.94,4.86,1.42
546,3.82,5.0,8.92,6.45,5.21,4.07,3.97,2.56
547,7.91,2.33,9.14,7.31,0.84,3.88,2.23,6.36
548,5.19,1.87,9.54,7.12,5.71,4.84,3.1,2.63
549,7.28,9.08,6.71,5.66,2.62,4.56,1.39,2.7
550,6.72,0.69,5.46,3.38,2.45,1.54,16.05,3.71
551,6.04,1.09,9.79,5.93,5.79,0.33,9.15,1.88
552,7.24,5.52,5.99,4.31,2.29,5.68,3.28,5.69
553,6.08,3.65,9.61,3.04,5.06,1.66,10.56,0.34
554,1.52,9.34,6.19,1.6,1.58,13.28,3.33,3.16
555,4.49,2.06,8.69,3.57,1.33,3.44,4.45,11.97
556,8.51,10.07,4.35,4.52,4.91,1.77,5.54,0.33
557,11.56,2.6,5.93,0.5,6.0,6.65,5.86,0.9
558,0.63,3.53,12.05,2.95,7.1,4.91,1.03,7.8
559,6.44,4.63,7.69,4.72,5.51,1.12,5.14,4.75
560,7.97,5.11,4.21,3.32,0.42,11.19,3.72,4.06
561,6.79,4.93,0.57,6.06,5.73,0.33,13.44,2.15
562,5.41,0.98,6.0,9.56,4.5,1.98,6.32,5.25
563,8.99,1.8,4.11,8.52,4.78,0.61,6.47,4.72
564,5.32,2.42,2.46,4.64,12.76,2.78,6.02,3.6
565,4.77,1.03,6.36,8.4,2.89,3.13,3.25,10.17
566,8.55,1.09,4.03,8.95,0.56,5.66,5.06,6.1
567,10.15,0.78,3.13,6.24,1.86,2.62,7.39,7.83
568,7.79,4.39,3.81,0.87,4.78,1.92,14.81,1.63
569,6.03,0.17,6.39,4.0,6.22,10.71,4.14,2.34
570,7.34,5.53,5.18,5.13,5.75,7.57,1.45,2.05
571,7.67,0.2,6.93,7.65,0.94,10.09,5.05,1.47
572,7.45,9.54,2.9,5.01,3.36,1.4,1.78,8.56
573,10.17,4.2,6.58,7.06,4.18,4.0,1.68,2.13
574,4.55,3.1,11.46,4.21,1.97,10.59,1.62,2.5
575,8.66,9.14,2.69,4.01,1.21,0.49,4.61,9.19
576,10.94,2.1,6.46,7.17,5.98,1.53,0.82,5.0
577,8.59,2.36,6.06,6.75,6.58,4.74,3.79,1.13
578,6.85,4.4,5.61,4.09,5.93,2.36,4.01,6.75
579,5.27,4.05,7.61,7.55,2.15,4.31,4.62,4.44
580,6.0,2.12,8.74,4.31,7.3,1.4,9.29,0.84
581,3.16,6.55,5.41,4.56,1.67,7.66,2.91,8.08
582,4.69,1.9,8.14,3.93,2.38,8.78,1.84,8.34
583,6.88,1.55,5.68,1.4,1.86,9.59,2.91,10.13
584,4.3,4.92,7.59,8.8,0.66,6.89,4.14,2.7
585,9.86,12.16,4.55,1.53,4.68,2.72,1.72,2.78
586,2.79,0.52,10.47,1.85,6.08,2.23,8.48,7.58
587,7.61,9.05,3.59,2.67,8.19,1.0,5.19,2.7
588,4.51,4.64,12.28,5.82,4.59,1.64,1.71,4.81
589,3.81,2.99,8.24,6.13,6.38,6.98,2.32,3.15
590,2.21,3.76,2.57,3.61,5.34,11.11,1.3,10.1
591,4.49,6.84,1.4,3.35,6.24,9.38,5.75,2.55
592,0.52,8.94,7.18,3.81,7.46,3.13,2.76,6.2
593,1.52,11.13,6.75,6.64,0.67,5.5,1.54,6.25
594,3.71,0.29,11.34,3.28,3.86,3.13,2.48,11.91
595,2.96,3.28,2.83,0.6,6.52,11.45,12.06,0.3
596,10.45,8.15,3.3,6.37,4.43,0.2,1.63,5.47
597,3.23,8.5,7.43,4.03,0.28,3.73,2.0,10.8
598,6.33,3.71,6.23,8.54,6.62,1.24,6.47,0.86
599,8.16,1.27,5.47,9.84,6.35,0.59,3.56,4.76
600,5.89,2.35,3.04,1.33,8.23,9.78,8.38,1.0
601,7.78,8.32,4.11,3.17,5.2,6.72,2.66,2.04
602,6.47,7.26,5.65,4.47,3.04,7.88,2.7,2.53
603,7.61,4.26,6.74,9.54,3.4,0.94,7.09,0.42
604,4.71,5.91,0.93,6.44,8.52,1.28,1.85,10.36
605,3.11,6.74,7.52,6.55,1.84,6.09,4.27,3.88
606,2.17,7.85,4.45,7.88,6.72,6.23,1.62,3.08
607,2.76,4.43,5.76,1.45,10.51,1.59,9.52,3.98
608,9.18,3.97,9.25,2.4,1.17,6.67,1.58,5.78
609,1.61,9.2,2.45,1.3,8.14,8.83,5.04,3.43
610,0.82,9.14,2.1,2.54,9.16,4.8,2.68,8.76
611,11.23,4.97,6.88,0.82,5.31,1.22,6.22,3.35
612,3.0,4.57,10.08,7.94,2.17,5.04,3.0,4.2
613,6.65,2.43,3.95,6.34,6.05,0.75,10.4,3.43
614,7.73,1.88,2.57,6.81,3.87,8.12,4.87,4.15
615,10.48,3.86,7.85,6.55,1.55,4.07,1.31,4.33
616,5.96,10.28,4.36,6.33,5.26,2.38,2.15,3.28
617,2.06,7.07,1.22,1.32,0.8,12.5,10.13,4.9
618,7.16,12.12,7.28,2.45,5.33,2.01,3.09,0.56
619,3.11,3.3,10.93,1.47,4.52,8.51,7.15,1.01
620,5.2,6.2,1.98,7.88,1.35,7.57,4.28,5.54
621,5.0,13.15,1.88,6.78,5.17,2.62,1.78,3.62
622,6.94,3.79,2.94,4.75,7.33,5.84,5.86,2.55
623,4.47,3.95,7.31,2.92,3.4,5.51,1.02,11.42
624,8.49,1.7,4.51,8.42,1.06,6.22,1.06,8.54
625,4.98,8.15,6.31,3.76,6.98,3.06,1.53,5.23
626,5.76,7.62,11.35,4.28,4.4,2.97,3.39,0.23
627,1.28,3.44,6.65,4.0,6.01,3.11,2.24,13.27
628,0.64,5.24,10.96,2.07,4.84,5.08,4.43,6.74
629,4.78,3.53,5.41,11.26,3.59,6.27,3.6,1.56
630,1.39,2.51,7.07,7.71,5.56,2.81,8.9,4.05
631,3.04,3.97,2.34,10.61,3.27,3.71,2.62,10.44
632,9.14,2.17,8.88,6.97,4.96,1.12,6.1,0.66
633,9.44,5.14,5.83,4.06,0.36,4.1,5.55,5.52
634,1.74,3.49,7.22,7.92,5.48,3.34,8.45,2.36
635,4.08,5.66,8.6,8.78,2.08,6.78,0.97,3.05
636,4.81,5.7,5.79,4.57,10.56,3.56,4.19,0.82
637,6.46,1.2,4.11,1.15,1.28,1.83,13.76,10.21
638,12.03,6.41,2.0,5.19,4.14,3.7,2.0,4.53
639,5.63,7.28,2.22,7.09,2.19,8.03,1.73,5.83
640,10.37,0.73,7.69,5.87,5.0,2.96,0.47,6.91
641,1.91,0.7,4.44,9.01,4.46,1.43,6.81,11.24
642,5.53,2.8,9.98,6.31,2.73,6.57,1.28,4.8
643,3.75,6.94,0.95,8.0,4.2,5.74,1.17,9.25
644,8.74,3.84,1.37,4.87,9.68,3.76,4.78,2.96
645,3.2,1.48,6.71,5.71,5.92,6.4,2.16,8.42
646,3.23,11.96,4.66,5.27,7.47,2.02,3.24,2.15
647,7.15,9.68,0.62,4.2,9.97,0.9,3.12,4.36
648,6.39,3.0,4.04,1.69,6.91,10.8,2.38,4.79
649,3.17,5.32,6.17,1.7,2.88,12.22,1.81,6.73
650,7.85,10.91,5.63,3.22,1.15,6.58,2.65,2.01
651,7.66,3.89,9.25,3.92,4.73,4.87,2.6,3.08
652,7.05,10.39,2.82,9.43,0.58,1.66,2.24,5.83
653,11.58,5.87,6.99,4.43,3.38,0.74,1.93,5.08
654,4.6,6.63,7.36,8.25,5.33,3.08,2.71,2.04
655,1.39,0.26,8.83,9.06,1.03,8.0,6.7,4.73
656,9.48,6.63,2.59,2.2,8.96,0.89,1.32,7.93
657,2.29,5.78,7.62,7.14,7.26,4.25,3.96,1.7
658,7.48,7.25,2.37,6.37,5.08,1.42,2.07,7.96
659,4.97,14.59,3.21,2.57,2.78,6.81,4.82,0.25
660,3.81,6.62,1.33,11.84,4.54,1.82,9.96,0.08
661,9.27,5.55,4.75,7.28,2.5,0.66,1.12,8.87
662,5.68,3.68,0.95,3.74,5.31,4.24,6.27,10.13
663,3.53,5.1,1.13,10.96,6.67,9.06,1.84,1.71
664,5.36,4.69,2.49,6.17,12.05,2.82,1.83,4.59
665,3.37,5.74,2.1,7.82,0.62,9.1,0.38,10.87
666,3.6,2.08,1.56,7.82,0.82,7.77,7.1,9.25
667,10.08,4.33,6.9,6.88,1.31,3.94,3.48,3.08
668,4.38,5.96,3.79,9.32,6.24,6.55,0.65,3.11
669,8.91,6.09,6.58,2.52,5.46,4.68,4.98,0.78
670,3.02,4.85,5.82,4.84,0.55,5.64,11.43,3.85
671,5.79,5.63,2.63,1.8,10.15,4.91,0.74,8.35
672,2.8,8.96,7.58,1.54,1.84,1.73,5.56,9.99
673,9.96,7.51,4.42,2.44,0.85,6.39,2.51,5.92
674,5.79,8.12,2.57,3.47,2.29,2.71,2.58,12.47
675,5.46,0.81,11.14,1.6,1.03,2.77,1.74,15.45
676,2.31,10.63,1.0,6.51,6.57,6.64,5.24,1.1
677,5.58,2.1,2.4,8.06,4.36,3.97,0.99,12.54
678,6.95,5.0,5.15,5.51,6.09,2.38,0.55,8.37
679,2.88,6.95,8.8,4.45,3.68,1.26,11.93,0.05
680,7.74,1.41,7.12,1.38,13.09,2.63,2.5,4.13
681,8.15,1.94,5.25,7.14,3.83,6.12,5.72,1.85
682,1.48,1.12,4.59,2.63,1.73,3.89,3.82,20.74
683,1.74,7.01,4.62,6.1,8.64,5.38,2.69,3.82
684,5.42,0.72,6.56,1.31,9.9,1.65,10.67,3.77
685,3.27,4.65,8.66,7.03,5.27,1.64,1.51,7.97
686,5.05,8.05,4.95,1.02,1.7,3.81,11.71,3.71
687,5.62,6.38,5.23,0.65,5.44,8.94,0.86,6.88
688,0.41,1.05,10.18,3.01,4.18,10.89,4.56,5.72
689,8.73,7.42,1.65,5.54,1.83,2.08,3.32,9.43
690,2.59,3.96,8.4,1.99,3.61,9.36,1.03,9.06
691,6.79,3.25,6.4,6.03,0.4,6.57,1.69,8.87
692,3.16,3.17,3.52,13.15,1.24,8.35,6.2,1.21
693,7.63,4.03,8.75,7.61,0.52,5.03,2.1,4.33
694,5.36,9.84,6.09,5.61,5.49,2.02,0.76,4.83
695,5.54,12.05,2.07,4.75,6.4,6.24,2.33,0.62
696,0.98,5.69,1.78,8.19,4.49,9.91,4.6,4.36
697,3.88,4.89,6.64,5.39,6.4,0.97,7.36,4.47
698,6.11,7.23,4.67,6.08,3.85,0.17,11.06,0.83
699,1.12,1.19,4.38,7.71,6.86,4.7,9.62,4.42
700,9.62,2.24,0.4,7.39,3.9,12.0,1.82,2.63
701,7.25,0.27,1.26,10.19,4.81,3.09,6.74,6.39
702,0.81,2.73,9.41,7.3,5.15,1.02,13.5,0.08
703,4.56,7.25,5.67,4.86,2.76,2.11,12.61,0.18
704,11.53,5.82,3.12,8.13,0.93,3.23,3.11,4.13
705,8.14,10.55,4.15,6.22,4.48,3.7,0.64,2.12
706,1.46,12.14,6.28,5.86,0.37,8.27,1.9,3.72
707,13.4,6.11,1.25,7.22,1.12,1.76,2.38,6.76
708,3.02,3.4,7.05,3.31,1.49,9.64,2.05,10.04
709,5.44,6.48,5.84,0.19,6.84,5.46,9.61,0.14
710,3.8,3.26,0.41,18.3,2.62,6.14,5.1,0.37
711,6.48,1.19,2.68,11.45,7.91,2.15,5.48,2.66
712,3.41,1.19,1.98,3.99,4.0,14.4,9.5,1.53
713,4.68,9.98,5.44,2.57,8.97,5.13,1.35,1.88
714,5.55,2.53,9.82,5.97,4.75,5.2,0.4,5.78
715,2.97,5.78,9.84,6.2,5.89,5.34,3.05,0.93
716,8.36,2.31,4.9,6.81,4.99,7.6,1.98,3.05
717,2.75,8.35,5.86,0.88,8.42,7.54,5.36,0.84
718,9.65,5.55,0.99,5.19,2.58,5.08,1.87,9.09
719,4.43,8.13,4.71,6.3,1.09,9.12,1.09,5.13
720,5.65,6.85,4.45,6.04,4.08,0.49,3.55,8.89
721,0.67,9.32,9.71,2.94,1.12,4.8,2.5,8.94
722,4.1,3.82,4.3,1.56,3.04,11.87,6.83,4.48
723,2.19,1.59,9.95,4.57,2.05,1.78,7.23,10.64
724,8.14,7.83,6.63,5.08,2.82,6.25,1.64,1.61
725,8.67,1.22,9.76,7.59,3.14,4.85,1.84,2.93
726,6.97,8.21,3.36,2.55,4.74,0.76,12.11,1.3
727,7.96,9.37,2.92,2.45,3.99,4.02,4.27,5.02
728,6.53,5.75,9.69,7.06,1.11,2.71,0.42,6.73
729,9.05,5.78,5.95,3.96,2.48,3.96,1.73,7.09
730,6.08,1.8,5.24,3.55,2.25,5.76,12.66,2.66
731,1.29,2.64,7.32,4.82,6.46,5.35,2.04,10.08
732,5.41,4.92,5.3,1.94,0.93,8.41,11.4,1.69
733,4.07,6.86,5.4,8.49,2.02,1.88,10.9,0.38
734,7.46,4.18,1.56,7.45,1.51,11.42,0.63,5.79
735,2.88,9.1,8.87,4.24,6.35,1.68,5.67,1.21
736,7.44,6.13,5.41,4.83,4.6,2.36,8.36,0.87
737,9.04,4.21,4.29,4.15,0.82,1.12,15.32,1.05
738,8.4,5.26,6.07,6.08,0.54,5.01,5.54,3.1
739,3.84,9.19,2.82,9.35,1.95,6.69,5.73,0.43
740,11.26,4.7,5.82,6.75,1.38,1.89,3.9,4.3
741,5.8,8.42,0.73,4.37,6.34,4.52,5.59,4.23
742,7.2,8.51,3.44,3.81,6.02,4.0,6.26,0.76
743,1.01,10.95,7.49,6.45,2.04,4.39,2.89,4.78
744,1.03,9.35,4.27,3.8,7.15,3.8,10.01,0.59
745,6.47,7.71,4.01,5.87,3.54,6.98,5.06,0.36
746,7.25,6.11,1.63,9.36,6.33,2.1,6.98,0.24
747,1.14,2.99,2.47,10.17,10.5,1.93,4.45,6.35
748,3.54,3.99,6.38,3.99,7.8,8.41,3.47,2.42
749,9.23,4.96,2.08,7.89,4.73,2.11,1.04,7.96
750,7.66,6.26,1.11,4.21,7.83,6.99,1.74,4.2
751,2.93,1.74,1.24,15.74,4.16,8.57,1.24,4.38
752,1.29,0.58,9.66,7.15,7.45,2.43,3.04,8.4
753,3.82,4.06,6.86,9.89,2.48,1.79,2.98,8.12
754,10.68,1.86,4.13,5.02,1.62,0.87,2.32,13.5
755,6.08,1.83,4.21,0.95,10.26,2.27,5.01,9.39
756,2.32,12.22,6.69,3.28,7.59,1.76,4.43,1.71
757,7.16,5.03,7.3,1.15,2.98,1.02,9.06,6.3
758,1.52,4.93,8.79,1.92,4.82,10.18,2.48,5.36
759,4.53,8.89,7.24,2.87,8.01,1.54,6.87,0.05
760,9.0,8.0,3.89,2.52,5.8,2.97,6.45,1.37
761,10.87,1.09,5.7,1.37,1.09,1.37,6.52,11.99
762,10.61,0.39,4.61,4.06,1.3,2.01,6.49,10.53
763,2.22,6.56,2.28,4.83,4.72,3.3,6.31,9.78
764,0.98,7.61,3.62,4.18,7.84,2.26,9.39,4.12
765,2.54,13.07,6.91,3.53,2.92,5.37,2.59,3.07
766,12.58,5.99,5.03,6.68,3.52,3.37,1.79,1.04
767,3.52,5.92,8.77,7.37,5.52,4.77,3.32,0.81
768,1.02,12.8,7.14,6.98,1.02,5.32,3.97,1.75
769,0.81,0.33,15.94,3.58,6.89,6.91,2.68,2.86
770,0.5,7.09,8.66,8.16,0.38,4.92,3.4,6.89
771,6.8,8.93,8.11,2.61,3.59,2.54,4.71,2.71
772,7.18,9.97,4.09,7.13,4.96,4.26,0.72,1.69
773,3.27,7.09,8.3,2.53,5.97,5.17,5.77,1.9
774,9.08,6.7,1.04,1.78,8.57,5.19,3.46,4.18
775,10.78,4.83,5.97,6.97,3.81,0.82,5.76,1.06
776,4.18,7.43,1.96,2.01,1.98,11.57,3.69,7.18
777,2.02,2.86,1.64,8.04,6.57,0.84,9.8,8.23
778,6.17,7.37,5.07,5.86,8.28,3.82,0.82,2.61
779,6.41,4.22,2.69,5.41,2.43,1.89,3.61,13.34
780,3.07,11.74,6.36,6.19,5.05,2.16,5.01,0.42
781,7.11,2.82,8.54,2.41,2.68,2.3,3.11,11.03
782,8.75,7.03,3.3,7.31,1.29,7.16,3.82,1.34
783,1.06,2.65,3.46,12.03,3.31,2.0,5.6,9.89
784,2.85,5.21,6.27,3.37,8.8,8.62,4.18,0.7
785,8.78,2.32,3.28,4.83,5.91,2.64,12.05,0.19
786,5.34,9.12,5.64,8.34,0.93,1.78,0.91,7.94
787,5.26,9.38,2.11,10.76,3.9,2.63,3.79,2.17
788,1.02,5.14,0.87,9.96,0.64,6.49,10.56,5.32
789,4.1,0.45,7.95,3.93,5.51,11.24,3.02,3.8
790,3.54,10.89,3.14,6.66,7.22,5.54,1.76,1.25
791,3.68,0.11,12.55,6.49,8.27,3.91,3.68,1.31
792,1.72,3.74,7.22,3.23,8.65,3.83,9.08,2.53
793,5.88,10.36,1.97,4.64,2.72,3.77,0.73,9.93
794,4.83,11.8,4.06,4.6,4.12,6.89,2.17,1.53
795,3.94,8.08,6.04,3.74,3.57,2.51,3.28,8.84
796,9.83,1.32,6.62,4.15,3.6,4.88,8.7,0.9
797,0.84,7.25,8.49,5.74,7.71,2.0,5.5,2.47
798,6.55,9.5,8.21,2.53,5.18,1.54,1.99,4.5
799,9.58,3.91,3.06,6.18,0.75,4.4,6.08,6.04
800,3.45,4.39,9.03,2.13,6.32,7.96,3.24,3.48
801,6.12,8.48,6.73,4.08,6.5,2.93,2.47,2.69
802,7.04,3.41,4.1,2.52,9.46,3.43,9.93,0.11
803,3.37,8.1,4.35,5.58,0.97,9.5,0.81,7.32
804,9.31,3.21,5.47,7.55,5.74,5.91,1.18,1.63
805,6.4,6.29,9.5,3.29,3.28,2.27,6.89,2.08
806,4.14,8.51,5.56,1.47,1.65,2.65,10.21,5.81
807,1.86,3.98,8.14,7.88,2.36,7.32,8.35,0.11
808,6.04,5.03,0.2,2.47,4.55,14.25,1.7,5.76
809,8.08,6.39,1.83,8.94,3.51,2.34,3.48,5.43
810,0.82,2.64,10.64,2.29,6.54,7.9,5.21,3.96
811,3.12,4.82,8.81,8.04,1.12,2.52,7.59,3.98
812,5.51,4.38,5.71,8.92,0.99,8.31,1.88,4.3
813,9.68,8.62,1.66,2.08,3.57,6.31,1.33,6.75
814,9.5,2.06,0.83,7.18,2.13,9.11,0.76,8.43
815,11.16,1.3,4.29,7.14,1.74,7.89,0.76,5.72
816,3.33,0.16,5.96,4.98,7.31,0.42,8.96,8.88
817,2.83,1.41,3.89,8.2,7.75,7.14,7.25,1.53
818,7.31,4.57,7.06,3.37,3.21,4.27,4.84,5.37
819,3.68,0.7,4.2,8.4,1.95,8.64,5.45,6.98
