Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8,Person9,Person10,Person11,Person12,Person13,Person14,Person15
224,3.15,3.58,1.2,4.71,7.1,1.41,0.95,4.7,6.68,2.21,6.35,0.38,6.68,8.09,2.81
225,0.62,7.04,7.72,6.52,6.24,4.18,5.36,3.38,1.62,5.31,1.93,4.39,0.68,4.28,0.73
226,0.49,3.07,1.26,5.81,6.82,4.93,3.89,6.66,4.27,3.77,3.45,0.25,8.99,2.18,4.16
227,0.2,5.5,6.6,5.43,1.77,5.52,6.9,0.87,6.06,1.04,4.66,0.3,3.5,10.38,1.27
228,7.28,0.07,5.21,7.39,2.4,6.7,3.56,1.63,0.7,8.14,3.3,5.88,4.83,1.78,1.13
229,0.82,6.68,7.47,0.74,1.07,3.0,2.42,9.36,4.56,5.13,6.1,3.56,4.56,0.49,4.04
230,3.49,5.05,3.81,6.8,7.3,2.45,6.74,6.06,4.78,1.53,0.47,5.17,0.05,1.03,5.27
231,4.63,0.48,6.17,7.45,5.95,4.56,6.13,5.2,1.83,4.06,3.65,2.21,1.32,0.44,5.92
232,3.36,4.3,1.96,4.13,1.67,4.73,1.99,8.36,7.57,2.46,0.43,3.64,2.34,8.64,4.42
233,4.17,3.79,4.37,0.62,4.41,1.64,7.92,0.99,4.35,1.29,3.77,5.56,9.43,0.47,7.22
234,6.0,6.81,1.58,0.83,1.84,1.2,0.69,8.72,2.75,0.65,4.28,3.46,1.97,3.07,16.15
235,1.77,4.97,2.58,0.16,3.12,2.73,6.6,2.93,3.99,3.82,2.52,7.16,0.64,10.51,6.5
236,6.69,1.62,3.75,4.92,0.94,5.77,7.46,0.49,2.6,2.91,2.57,9.82,6.08,4.31,0.07
237,1.66,1.7,7.47,6.01,7.43,5.88,5.81,5.66,0.42,5.94,1.75,4.66,2.18,2.35,1.08
238,2.94,5.37,2.67,2.82,3.33,2.89,3.28,2.29,6.23,7.75,4.77,7.67,3.73,3.81,0.45
239,6.29,2.04,3.42,5.24,5.47,3.4,6.33,4.15,2.81,1.77,4.43,0.58,1.02,4.68,8.37
240,6.33,1.46,6.69,6.33,7.12,0.29,0.25,6.2,1.66,3.77,2.29,2.87,6.08,4.59,4.07
241,1.95,1.26,3.83,8.55,3.2,2.7,7.13,2.09,1.01,1.92,2.26,3.3,0.95,1.75,18.1
242,3.03,1.69,4.51,8.05,6.73,6.03,4.1,2.52,0.85,0.26,4.89,5.46,3.86,6.95,1.07
243,5.79,4.77,5.38,3.62,7.04,1.0,0.47,0.79,2.7,4.5,6.17,2.01,10.03,5.28,0.45
244,0.57,5.2,5.62,2.63,0.42,3.24,1.52,9.94,3.79,3.69,6.48,2.71,0.65,3.28,10.26
245,3.44,0.7,7.11,1.45,3.71,1.34,0.85,2.39,10.2,1.2,5.65,4.84,2.9,1.6,12.62
246,7.19,0.75,5.68,7.11,4.87,0.8,3.25,0.29,2.26,7.69,7.04,2.6,3.23,4.84,2.4
247,0.19,8.31,0.88,3.95,2.94,8.41,0.41,6.52,3.16,7.54,3.75,6.39,2.54,3.19,1.82
248,1.78,4.96,0.92,1.48,4.35,6.45,0.3,4.35,3.58,8.82,8.42,4.25,3.03,0.14,7.17
249,6.12,6.86,6.35,4.81,4.91,0.57,5.21,2.07,1.14,3.55,6.31,1.95,5.4,2.11,2.64
250,5.8,3.66,0.52,5.34,2.68,7.63,4.81,6.47,5.0,2.73,1.94,5.49,1.05,4.89,1.99
251,1.46,8.35,6.29,5.21,1.26,6.0,1.54,1.33,0.81,2.12,3.37,5.55,0.95,6.24,9.52
252,4.32,0.39,3.07,4.52,1.64,7.43,3.55,3.87,7.28,1.63,3.09,5.32,4.64,3.15,6.1
253,1.86,3.49,8.07,1.0,3.34,3.18,0.32,8.25,7.61,4.29,6.16,2.36,4.39,4.4,1.28
254,5.69,2.59,6.97,5.44,1.43,2.83,7.74,0.84,4.16,1.78,4.96,6.39,2.0,6.88,0.3
255,2.97,0.52,7.83,0.32,2.04,0.37,1.44,8.25,6.74,2.58,5.85,6.94,0.31,5.53,8.31
256,7.07,1.99,2.78,3.43,1.97,7.65,7.79,6.42,5.75,0.42,0.83,1.12,7.2,3.99,1.59
257,0.95,7.47,1.7,8.3,2.34,7.7,4.88,6.65,5.33,0.11,5.65,3.89,2.72,1.45,0.86
258,2.52,1.39,2.78,4.76,4.85,1.88,5.75,7.31,0.34,2.36,8.05,7.1,0.67,0.42,9.82
259,7.24,4.64,5.04,4.08,0.36,6.29,5.82,3.93,0.93,2.86,4.81,5.99,2.93,4.26,0.82
260,2.55,4.34,0.95,4.9,8.42,1.45,6.54,7.03,0.38,7.6,1.01,2.91,1.97,9.35,0.6
261,2.74,0.19,4.95,2.63,6.35,6.78,6.49,4.2,0.66,7.65,0.55,6.76,4.88,2.63,2.54
262,2.38,5.48,7.93,1.57,3.11,7.12,3.52,5.07,5.63,0.42,7.1,2.83,5.13,0.32,2.39
263,6.84,2.11,1.06,5.64,1.51,6.7,5.19,7.14,5.05,3.44,0.06,1.56,5.69,2.04,5.97
264,2.39,2.55,2.29,4.86,1.95,1.98,0.53,3.78,2.14,0.17,5.41,14.89,7.93,2.3,6.83
265,2.2,7.13,0.25,0.68,8.64,4.36,2.77,0.74,4.92,2.55,6.86,3.63,6.8,0.22,8.25
266,5.53,6.16,3.7,1.8,5.19,0.22,4.23,3.82,4.35,0.6,5.68,2.92,9.37,6.33,0.1
267,3.3,2.21,8.17,3.14,0.31,7.34,3.19,1.28,3.46,2.72,9.23,3.35,7.81,1.43,3.06
268,3.97,6.97,0.43,6.66,5.77,2.23,3.63,6.51,0.17,2.72,1.67,2.94,2.93,8.58,4.82
269,1.23,0.16,8.64,5.41,6.18,4.62,6.1,4.48,0.36,3.72,2.57,4.13,4.58,7.64,0.18
270,6.18,4.15,1.23,5.89,0.92,3.83,6.21,4.05,3.4,1.26,8.08,2.86,2.51,4.31,5.12
271,6.65,2.58,5.88,4.9,0.41,4.21,4.54,1.13,7.89,7.02,2.77,0.74,4.0,2.16,5.12
272,4.43,0.98,7.42,7.24,1.01,6.08,4.52,5.06,1.99,0.29,0.6,4.73,3.21,1.8,10.64
273,4.92,7.44,0.32,5.6,5.25,2.13,6.2,4.42,6.56,5.49,4.35,0.26,4.46,2.53,0.07
274,1.14,6.83,2.94,0.28,7.49,5.09,2.91,4.34,3.38,0.18,8.71,7.02,3.99,4.97,0.73
275,5.52,5.52,4.41,5.1,1.04,1.36,3.35,1.01,5.04,4.63,5.5,0.52,1.19,0.68,15.13
276,1.54,2.18,4.55,4.44,0.39,6.42,6.79,6.63,4.51,3.33,3.11,6.22,5.66,3.87,0.36
277,2.49,1.76,6.66,7.21,5.83,6.23,3.27,3.22,5.53,3.34,3.86,2.69,0.31,5.94,1.66
278,4.16,7.25,3.57,1.22,6.62,1.62,0.93,6.59,0.49,5.27,7.81,2.17,1.39,8.98,1.93
279,0.75,7.54,0.29,1.22,2.39,6.01,3.87,9.28,5.44,3.79,6.67,4.61,3.28,1.03,3.83
280,0.32,3.25,2.88,4.74,8.85,0.96,7.41,6.47,0.03,2.17,3.36,0.92,10.38,0.69,7.57
281,0.61,6.56,3.19,2.44,3.88,1.93,2.88,1.39,6.26,8.12,1.66,2.28,10.31,4.93,3.56
282,5.23,7.63,4.24,6.67,2.59,1.31,2.12,5.51,1.07,4.07,0.25,3.86,4.29,5.97,5.19
283,6.0,3.95,6.77,5.56,6.14,1.81,4.92,5.88,1.01,0.14,2.07,4.99,3.98,6.59,0.19
284,0.73,5.99,1.87,2.58,3.53,8.29,2.02,3.59,1.89,8.04,1.16,5.72,0.76,3.94,9.89
285,6.79,2.76,4.77,1.58,2.69,1.76,8.75,5.42,2.38,2.7,5.87,5.73,2.01,1.18,5.61
286,7.72,5.37,6.15,4.82,3.4,1.75,0.82,6.46,1.74,6.53,1.67,2.11,0.78,9.21,1.47
287,5.64,6.29,6.08,2.63,6.2,5.14,3.47,1.83,4.61,3.2,0.23,2.36,7.86,2.92,1.54
288,7.4,1.46,4.72,6.64,0.92,0.14,4.09,5.07,2.63,7.69,6.85,1.41,0.72,3.33,6.93
289,4.28,2.7,0.56,6.15,5.71,0.17,4.91,5.35,2.47,7.38,1.22,7.16,0.42,9.56,1.96
290,5.18,2.81,3.15,1.28,3.18,1.76,5.65,2.32,1.03,10.88,6.97,0.95,2.99,0.96,10.89
291,6.73,6.25,0.7,1.08,3.97,2.66,1.88,9.04,0.55,5.79,3.52,2.39,2.06,8.03,5.35
292,4.75,4.97,3.75,7.62,0.38,2.0,0.9,8.71,1.38,5.47,1.94,3.53,6.12,6.02,2.46
293,2.3,6.92,4.23,1.67,3.86,7.92,6.66,1.36,4.75,1.72,7.06,2.17,0.65,6.9,1.83
294,0.87,1.88,2.1,1.7,2.63,1.94,3.54,8.32,3.17,3.82,6.14,6.47,3.04,13.25,1.13
295,0.82,8.11,3.09,5.97,0.33,1.8,4.81,8.05,6.9,0.05,2.11,5.26,6.58,0.12,6.0
296,2.68,6.23,3.35,4.47,6.58,3.0,6.09,4.24,4.0,4.84,4.25,3.85,4.12,0.18,2.12
297,7.55,0.88,7.49,0.96,3.63,1.26,3.92,5.96,3.0,5.19,1.68,4.89,3.5,1.18,8.91
298,1.21,1.84,0.14,5.89,9.02,1.56,3.53,5.38,4.35,8.73,4.85,2.15,5.67,4.11,1.57
299,5.47,2.23,4.39,2.54,4.8,4.42,5.14,2.73,3.3,1.32,5.28,3.16,7.95,6.91,0.36
300,7.23,7.24,0.53,1.66,5.88,6.39,0.11,0.37,8.33,1.41,2.35,6.55,4.66,4.91,2.38
Total,1183.17,1190.08,1218.35,1222.21,1209.5,1151.31,1190.96,1198.78,1156.94,1165.13,1163.81,1190.37,1146.78,1252.23,1360.38
