Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8
410,1.77,1.29,9.38,3.41,9.53,6.15,5.4,3.07
411,4.27,7.58,6.28,3.68,7.25,1.88,3.26,5.8
412,8.33,7.97,6.09,1.0,4.14,3.04,1.49,7.94
413,9.32,1.06,0.74,7.93,0.8,10.13,8.94,1.08
414,2.78,8.55,7.69,2.23,8.83,3.54,4.25,2.13
415,2.42,4.26,7.16,3.04,2.77,12.33,0.86,7.16
416,2.27,3.68,2.23,11.71,4.48,2.06,6.93,6.64
417,9.72,5.52,3.69,1.66,6.17,3.47,1.98,7.79
418,7.91,1.32,4.65,9.97,2.04,2.15,4.88,7.08
419,8.95,2.39,8.38,3.91,0.59,8.02,2.45,5.31
420,1.02,4.0,7.75,9.69,1.73,6.9,2.57,6.34
421,6.51,8.26,6.82,4.89,0.59,0.98,9.82,2.13
422,3.34,1.94,6.44,8.23,5.68,6.79,2.71,4.87
423,3.17,9.74,2.33,0.51,6.77,2.64,3.61,11.23
424,1.06,3.11,9.27,3.18,11.3,1.66,4.47,5.95
425,2.81,8.17,2.77,2.87,4.46,7.54,7.88,3.5
426,4.58,9.18,7.71,6.0,2.72,5.13,2.24,2.44
427,7.67,5.0,7.95,4.25,1.09,2.63,7.06,4.35
428,5.42,4.71,0.77,8.73,10.13,4.17,4.09,1.98
429,6.28,8.14,1.02,2.03,8.74,2.65,9.73,1.41
430,8.65,7.83,0.62,6.64,4.24,1.2,5.84,4.98
431,7.87,1.45,7.35,8.43,3.65,2.32,5.9,3.03
432,3.77,5.72,2.3,6.44,5.83,5.38,1.3,9.26
433,9.27,2.25,6.28,2.24,4.12,9.21,6.41,0.22
434,2.06,7.56,2.92,8.68,3.34,4.96,5.21,5.27
435,9.23,4.16,3.48,8.86,3.11,1.63,8.36,1.17
436,7.81,3.72,1.37,9.39,5.11,2.82,1.93,7.85
437,4.93,7.74,2.95,4.8,1.31,0.88,14.42,2.97
438,7.15,1.6,2.02,5.72,3.18,5.82,4.21,10.3
439,8.93,1.66,8.69,7.41,5.67,1.66,0.44,5.54
440,6.9,1.82,2.42,3.86,11.87,5.22,6.53,1.38
441,1.77,2.1,8.54,7.87,2.46,6.35,9.2,1.71
442,6.89,5.22,2.27,9.51,5.42,4.96,4.39,1.34
443,9.58,7.0,2.23,5.95,5.08,5.24,0.96,3.96
444,6.01,5.3,4.6,3.87,5.75,1.34,7.82,5.31
445,8.27,1.38,7.6,0.87,8.65,7.25,4.76,1.22
446,1.69,1.02,0.95,3.03,7.71,4.54,20.62,0.44
447,3.88,9.85,5.33,8.19,2.4,5.06,4.43,0.86
448,6.02,7.1,5.89,2.86,7.4,6.05,2.61,2.07
449,6.4,3.24,5.42,4.72,2.45,8.24,2.75,6.78
450,6.79,6.63,3.0,1.1,8.11,4.45,0.86,9.06
451,6.93,4.06,1.51,6.44,8.15,4.22,6.73,1.96
452,2.12,5.58,9.41,5.06,2.54,1.7,6.35,7.24
453,2.23,3.4,9.01,2.32,5.12,11.13,1.72,5.07
454,3.63,3.66,10.47,7.9,0.57,7.45,4.55,1.77
455,5.25,6.44,2.24,6.09,1.02,8.86,2.5,7.6
456,6.27,4.1,2.89,3.49,4.78,6.21,1.29,10.97
457,9.73,4.85,5.97,1.77,4.57,3.71,0.67,8.73
458,8.26,3.61,5.77,3.02,5.6,5.03,1.19,7.52
459,6.5,4.19,8.65,0.53,7.79,2.67,1.2,8.47
460,3.41,7.71,0.61,2.39,7.37,0.67,11.31,6.53
461,8.87,5.58,4.29,3.74,7.24,1.38,5.97,2.93
462,5.37,6.11,6.35,2.06,3.21,5.81,1.89,9.2
463,6.15,2.77,7.73,3.24,5.04,8.69,2.25,4.13
464,0.78,7.03,1.48,7.45,1.78,2.92,11.02,7.54
465,4.34,1.9,2.87,10.35,3.19,1.11,14.86,1.38
466,5.45,6.63,6.46,1.01,3.13,5.63,11.57,0.12
467,7.44,7.42,6.65,5.69,6.34,4.13,0.35,1.98
468,7.58,7.66,6.16,1.46,4.51,7.16,3.77,1.7
469,9.13,2.99,2.7,9.12,0.54,6.87,3.39,5.26
470,9.7,6.22,3.49,4.08,2.64,8.22,1.83,3.82
471,6.86,1.85,1.41,2.59,7.27,0.89,3.28,15.85
472,2.02,9.73,2.98,9.76,1.18,1.35,3.65,9.33
473,1.65,5.48,10.86,2.39,4.99,5.17,6.17,3.29
474,6.65,5.83,2.88,0.54,11.69,2.33,2.12,7.96
475,1.45,10.88,7.89,5.88,5.09,4.38,2.33,2.1
476,5.56,1.95,5.98,2.38,1.72,1.67,9.88,10.86
477,4.0,7.59,5.89,8.65,5.43,1.03,0.9,6.51
478,7.81,6.25,5.85,7.45,2.8,3.49,4.51,1.84
479,6.07,4.46,7.11,2.38,0.59,9.76,8.22,1.41
480,6.56,0.84,7.65,4.29,6.14,4.43,6.81,3.28
Total,2555.39,2495.25,2499.7,2411.71,2389.08,2388.54,2345.87,2114.46
