Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8,Person9,Person10,Person11,Person12,Person13,Person14,Person15
225,7.46,5.34,5.02,6.91,0.4,0.08,4.27,6.34,4.38,1.66,1.28,7.3,5.95,0.7,2.91
226,6.02,6.7,1.56,3.69,3.13,1.55,7.75,2.34,2.52,5.46,5.95,5.72,2.19,4.85,0.57
227,7.83,6.82,6.03,5.31,3.99,2.41,2.22,0.14,4.94,1,0.57,1.14,11.02,1.07,5.51
228,5.15,2.7,4.8,7.29,4.58,2.59,1.62,2.43,1.12,5.97,5.45,3.59,3.5,7.71,1.5
229,1.77,0.29,5.96,1.17,5.41,6.91,8.08,7.51,4.23,1.69,0.18,1.82,6.64,5.14,3.2
230,7.65,6.15,0.62,4.59,7.16,2.97,3.71,6.18,3.33,0.45,4.66,0.1,3.98,6.08,2.37
231,7.66,2.38,0.88,5.25,6.41,4.63,0.34,1.85,7.14,4.71,0.82,4.5,4.39,3.45,5.59
232,2.28,8.19,3.49,2.77,2.12,0.48,4.25,7.39,6.17,2.94,7.57,0.78,3.44,3.48,4.65
233,0.21,3.43,7.02,6.08,6.42,6.48,6.38,2.04,1.25,1.39,6.62,1.75,3.42,5.86,1.65
234,6.9,7.22,4.44,1.06,6.23,0.48,3.15,3.6,2.35,0.4,6.89,5.94,6.05,1.84,3.45
235,1.88,5.96,7.59,1.67,5.69,1.31,2.32,3.03,4.65,6.12,4.58,4.62,6.73,0.76,3.09
236,2.68,3.57,5.96,2.1,1.86,3.24,5.75,0.8,1.41,8.44,5.55,7.98,3.43,1.69,5.54
237,1.88,4.9,2.88,0.29,4.14,1.75,1.96,5.54,6.76,6.94,8.8,3.4,0.12,0.73,9.91
238,5.69,2,7.95,6.34,1.97,1.59,5.79,4.21,1.56,1.81,0.4,6.73,1.8,11.35,0.81
239,1.53,7.43,3.95,6.25,2.12,4.6,3.8,5.07,2.22,6.37,1.47,4.75,1.64,0.45,8.35
240,3.46,2.2,4.72,3.13,7.78,2.28,4.76,6.84,1.99,3.52,2.12,1.52,6.79,5.26,3.63
241,5,7.06,4.57,2.88,5.41,6.17,2.6,3.78,2.23,1.48,5.31,1.21,5.97,5.27,1.06
242,7.74,1.01,0.52,4.47,7.17,7.15,5.94,4.12,1.69,5.09,0.58,4.11,0.3,9.67,0.44
243,1.75,7.37,3.76,3.47,0.85,1.63,3.34,6.63,7.37,1.64,7.47,2.01,0.99,4.51,7.21
244,0.17,1.56,2.05,7.51,4.12,5.27,4.34,6.12,0.23,4.81,6.28,8.72,0.83,3.49,4.5
245,1.58,4.42,6.7,3.43,5.56,2.26,6.9,6.08,2.49,6.27,4.51,4.21,0.03,4.62,0.94
246,6.49,5.64,1.19,1.75,3.56,3.62,3.84,4.46,0.38,1.07,4.38,10.41,0.92,0.72,11.57
247,5.77,0.82,7.59,2.42,2.44,4.29,3.75,7.37,3.06,5.1,4.15,3.92,6.1,0.79,2.43
248,5.25,6.45,2.31,7.32,0.17,2.8,0.84,7.43,7.01,0.08,0.54,5.55,2.92,3.28,8.05
249,5.51,6.62,6.94,6.31,1.02,4.29,6.07,2.72,1.84,3.95,4.82,3.08,0.59,6.2,0.04
250,4.53,6.79,2.98,0.58,3.23,4.2,0.8,1.92,0.13,2.92,8,11.44,5.37,4.99,2.12
251,3.46,3.83,4.44,5.84,5.04,4.59,2.91,5.4,2.58,6.72,4,1.87,3.4,2.73,3.19
252,3.08,2.81,6.08,4.75,6.29,5.91,5.63,1.12,1.12,1.84,5.85,5.43,3.84,3.55,2.7
253,3.94,7.19,0.88,0.24,8.44,5.95,5.4,4.36,2.86,6.44,2.18,4.21,1.35,2.92,3.64
254,0.29,0.31,6.57,7.23,5.13,1.1,5.85,6.07,2.48,2.54,3.16,4.01,10.08,2.5,2.68
255,4.78,5.85,4.07,5.02,5.85,6.1,4.57,3.85,5.62,4.47,3.17,3.21,0.55,0.48,2.41
256,0.06,2.04,6,4.5,0.03,7.62,0.17,0.37,10.8,2.19,5.57,9.4,6.28,0.49,4.48
257,7.87,6.68,1.39,0.53,5.22,7.28,1.21,3.22,0.19,4.43,2.46,7.78,2.2,5.99,3.55
258,0.97,7.94,3.04,5.09,0.25,6.21,3.18,1.75,1.04,8.8,3.52,6.92,6.29,1.01,3.99
259,1.97,0.31,8.38,7.9,6.37,2.81,6.03,1.42,0.85,7.29,5.17,0.81,2.11,5.11,3.47
260,1.18,0.12,0.37,0.43,2.34,10.25,3.84,4.28,1.63,4.39,11.16,2.68,2.79,13.53,1.01
261,6.78,0.14,5.09,0.92,7.67,1.43,2.11,4.03,3.31,4.59,7.03,2.96,6.59,3.43,3.92
262,0.52,0.33,4.61,4.54,0.93,1.79,1.62,2.81,4.75,0.9,7.86,9.13,7.51,2.58,10.12
263,1.86,6.62,2.68,5.62,5.65,2.15,7.87,3.48,2.56,3.88,5.48,2.95,2.17,1.97,5.06
264,7.27,6.64,0.2,2.53,1.68,4.51,5.11,0.05,3.99,6.24,1.15,3.42,8.95,4.73,3.53
265,2.6,2.58,3.33,0.67,7.31,5.87,0.94,5.86,2.54,0.83,4.76,0.21,6.94,14.05,1.51
266,2.65,7.22,5.38,6.62,3.55,4.49,5.59,1.88,3.91,4.25,2.29,5.33,0.77,4.24,1.83
267,0.23,8.16,1.43,1.23,7.29,0.75,4.98,4,1.21,9.14,4.49,4.22,1.47,6.78,4.62
268,6.04,1.63,2.87,7.19,7.26,0.13,4.38,7.58,5.29,3.11,4.47,2.83,4.51,1.68,1.03
269,5.85,6.75,0.25,5.63,5.57,0.3,6.44,1.84,6.92,2.95,0.41,3.44,1.81,2.82,9.02
270,0.78,8.29,7.64,5.09,2.68,0.13,5.89,1.22,4.08,0.87,3.71,8.44,1.03,1.44,8.71
271,1.79,4.44,5.73,4.98,5.41,3.69,1.94,7.86,1.12,4.02,7.43,5.1,4.1,2.08,0.31
272,0.26,4.75,4.18,8.44,7.09,5.82,5.98,0.47,0.97,0.03,8.14,2.82,5.71,2.09,3.25
273,1.71,1.26,5.37,5.22,4.97,7.97,7.29,6.23,5.3,0.21,4.99,1.01,1.45,1.8,5.22
274,2.87,2.18,6.64,4.16,7.17,1.25,0.65,1.83,4.56,5.25,7.55,7.44,2.87,3.19,2.39
275,2.64,0.44,5.66,0.78,0.96,0.35,4.88,8.4,6.22,7.25,7.49,6.21,0.02,2.05,6.65
276,4.79,6.66,4.18,3.02,2.89,4.74,0.25,4.19,2.35,6.06,0.88,8.98,1.72,3.85,5.44
277,5.96,2.21,7.07,4.38,7.06,3.82,2.08,2.86,4.46,1.24,5.54,5.21,3.35,2.55,2.21
278,7.48,4.9,4.8,5.33,3.07,5.4,2.39,3.94,0.67,5.83,2.24,2.38,5.1,0.78,5.69
279,2.78,6.01,6.85,2.79,0.33,4.89,4.21,0.19,6.18,4.72,5.44,0.86,4.92,9.01,0.82
280,1.35,7.05,3.46,6.56,2.16,0.03,6.37,4.01,1.53,0.37,6.28,4.88,10.01,5.1,0.84
281,5.53,6.7,3.45,2.98,5.3,2,1.36,2.77,1.04,6.3,4.43,5.82,3.92,2.08,6.32
282,3.82,2.86,3.18,6.03,4.88,4.57,2.29,1.5,0.7,3.89,7.04,5.7,3.61,0.99,8.94
283,7.66,5.83,2.23,2.63,1.01,5.88,2.62,3.32,1.66,1.67,9.67,3.61,0.39,5.33,6.49
284,4.37,7.67,5.73,1.19,7.09,2.37,2,6.93,2.55,5.53,4.76,0.34,5.44,0.64,3.39
285,4.67,5.8,3.62,4.94,0.08,3.56,4,0.13,9.34,2.07,2.87,3.13,1.87,0.28,13.64
286,6.13,0.59,7.83,6.31,5.19,6.57,0.91,4.81,5.49,1.27,5.25,0.12,1.2,5.99,2.34
287,6.47,7.42,5.73,0.18,4.37,0.39,4.97,5.52,3.22,0.4,2.48,7.98,2.01,0.42,8.44
288,0.9,2.13,6.45,7.12,6.05,0.81,2.06,8.15,4.07,1.06,7.11,3.22,4.51,5.44,0.92
289,5.14,5,3.95,0.67,2.49,6.24,6.14,1.1,2.57,4.28,8.9,1.27,0.14,4.44,7.67
290,4.39,3.46,1.04,7.74,6.91,1.64,3.68,4.83,6.4,1,4.76,3.68,4.45,2.65,3.37
291,5.31,4.52,2.83,2.5,4.84,0.32,1.87,1.18,6.54,1.84,0.37,12.26,7.03,8.22,0.37
292,3.21,3.5,0.36,0.06,0.4,3.63,2.48,5.59,11.61,0.28,8.64,8.74,2.55,5.96,2.99
293,5.11,7.56,0.56,6.65,0.43,6.8,1.44,2.55,0.32,2.7,0.77,5.39,11.18,6.9,1.64
294,7.7,5.16,0.57,3.16,5.97,4.02,5.68,3.93,3.95,1.11,3.83,4.28,2.46,2.05,6.13
295,1.54,7.96,7.55,2.13,6.58,3.67,3.98,5.35,2.02,4.68,4.81,1.42,5.16,0.65,2.5
296,5.18,2.95,4.76,6.39,2.07,7.61,0.07,2.96,7.18,2.66,1.84,2.25,9.07,0.14,4.87
297,4.24,2.25,4.52,1.84,6.76,0.03,4.85,0.53,3.68,0.21,6.02,4.63,4.55,5.63,10.26
298,4.83,5.24,1.49,3.57,5.96,5.06,1.27,0.11,1.87,3.6,3.51,6.96,5.45,0.52,10.56
299,3.11,4.15,3.68,6.96,1.39,1.11,2.18,0.52,0.37,8.93,0.24,1.72,10.87,5.25,9.52
300,3.52,4.37,0.28,1,8.01,5.57,2.92,1.85,1.29,10.33,8.02,0.79,0.39,8.06,3.6
Total,1154.28,1304.23,1236.4,1205.19,1208.63,1118.09,1182.42,1213.18,1164.45,1169.3,1231.43,1129.99,1249.04,1219.94,1213.43
MAX,7.97,8.39,8.49,8.89,8.44,10.25,9.46,9.92,11.61,10.33,11.57,15.25,12.57,17.07,16.11
MIN,0.03,0.06,0.02,0.02,0.02,0.03,0.02,0.03,0.04,0.03,0.17,0.01,0.02,0.02,0.02
